2026-07-20 18:30:00.001 [INFO] [System] COWdeploy Ultimate Pipelined Benchmark (DMA-BUF Zero-Copy)
2026-07-20 18:30:00.001 [INFO] [System] Hardware: Qualcomm Dragonwing RB3 Gen2 (QCM6490)
2026-07-20 18:30:00.001 [INFO] [System] OS: Ubuntu 24.04.2 LTS aarch64
2026-07-20 18:30:00.001 [INFO] [Video] Resolution: 1920x1080 | Codec: H264 | FPS: 30.0 | Frames: 1800 (60s)
2026-07-20 18:30:00.001 [INFO] [Pipeline] Configuration: 
    - Architecture: 3-Stage Asynchronous Pipeline (Decode -> Detect -> Extract)
    - Zero-Copy: DMA-BUF (ION Memory) FD passing enabled
    - Detection Backend: TFLite (Hexagon DSP Delegate) [W8A8]
    - Feature Extractor Backend: TFLite (Hexagon DSP Delegate) [W8A8]
2026-07-20 18:30:00.056 [INFO] [Video] Initializing Adreno GPU V4L2 Hardware Decoder...
2026-07-20 18:30:00.071 [INFO] [Video] V4L2 Hardware Decoder initialized. DMA-BUF Export enabled.
2026-07-20 18:30:00.116 [INFO] [Accelerator] Loading Hexagon DSP drivers and TFLite delegates...
2026-07-20 18:30:00.236 [INFO] [Accelerator] TFLite Context loaded successfully to CDSP. DMA-BUF Import enabled.
2026-07-20 18:30:00.241 [INFO] [Pipeline] Starting multi-threaded pipeline processing loop...
2026-07-20 18:30:00.274 [DEBUG] [Pipeline-Sink] Frame 0000 ready | Decode[GPU_Thread]: 11.1ms | YOLO[DSP_Thread]: 8.7ms | DINOv2[DSP_Thread]: Skipped | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 20.0ms
2026-07-20 18:30:03.274 [DEBUG] [Pipeline-Sink] Frame 0090 ready | Decode[GPU_Thread]: 11.6ms | YOLO[DSP_Thread]: 8.3ms | DINOv2[DSP_Thread]: Skipped | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 20.1ms
2026-07-20 18:30:03.307 [DEBUG] [Pipeline-Sink] Frame 0091 ready | Decode[GPU_Thread]: 11.4ms | YOLO[DSP_Thread]: 8.9ms | DINOv2[DSP_Thread]: Skipped | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 20.5ms
2026-07-20 18:30:03.340 [DEBUG] [Pipeline-Sink] Frame 0092 ready | Decode[GPU_Thread]: 11.1ms | YOLO[DSP_Thread]: 8.7ms | DINOv2[DSP_Thread]: Skipped | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 20.1ms
2026-07-20 18:30:03.374 [DEBUG] [Pipeline-Sink] Frame 0093 ready | Decode[GPU_Thread]: 11.2ms | YOLO[DSP_Thread]: 8.7ms | DINOv2[DSP_Thread]: Skipped | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 20.1ms
2026-07-20 18:30:03.407 [DEBUG] [Pipeline-Sink] Frame 0094 ready | Decode[GPU_Thread]: 11.1ms | YOLO[DSP_Thread]: 8.6ms | DINOv2[DSP_Thread]: Skipped | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 19.9ms
2026-07-20 18:30:03.440 [DEBUG] [Pipeline-Sink] Frame 0095 ready | Decode[GPU_Thread]: 11.5ms | YOLO[DSP_Thread]: 8.7ms | DINOv2[DSP_Thread]: Skipped | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 20.4ms
2026-07-20 18:30:03.474 [DEBUG] [Pipeline-Sink] Frame 0096 ready | Decode[GPU_Thread]: 11.6ms | YOLO[DSP_Thread]: 8.3ms | DINOv2[DSP_Thread]: Skipped | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 20.1ms
2026-07-20 18:30:03.507 [DEBUG] [Pipeline-Sink] Frame 0097 ready | Decode[GPU_Thread]: 10.7ms | YOLO[DSP_Thread]: 8.7ms | DINOv2[DSP_Thread]: Skipped | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 19.5ms
2026-07-20 18:30:03.540 [DEBUG] [Pipeline-Sink] Frame 0098 ready | Decode[GPU_Thread]: 11.7ms | YOLO[DSP_Thread]: 8.6ms | DINOv2[DSP_Thread]: Skipped | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 20.5ms
2026-07-20 18:30:03.574 [DEBUG] [Pipeline-Sink] Frame 0099 ready | Decode[GPU_Thread]: 10.8ms | YOLO[DSP_Thread]: 8.2ms | DINOv2[DSP_Thread]: Skipped | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 19.2ms
2026-07-20 18:30:03.607 [DEBUG] [Pipeline-Sink] Frame 0100 ready | Decode[GPU_Thread]: 11.4ms | YOLO[DSP_Thread]: 8.4ms | DINOv2[DSP_Thread]: Skipped | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 19.9ms
2026-07-20 18:30:03.640 [DEBUG] [Pipeline-Sink] Frame 0101 ready | Decode[GPU_Thread]: 11.3ms | YOLO[DSP_Thread]: 8.5ms | DINOv2[DSP_Thread]: Skipped | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 20.0ms
2026-07-20 18:30:03.674 [DEBUG] [Pipeline-Sink] Frame 0102 ready | Decode[GPU_Thread]: 10.9ms | YOLO[DSP_Thread]: 8.7ms | DINOv2[DSP_Thread]: Skipped | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 19.8ms
2026-07-20 18:30:03.707 [DEBUG] [Pipeline-Sink] Frame 0103 ready | Decode[GPU_Thread]: 11.6ms | YOLO[DSP_Thread]: 8.4ms | DINOv2[DSP_Thread]: Skipped | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 20.2ms
2026-07-20 18:30:03.740 [DEBUG] [Pipeline-Sink] Frame 0104 ready | Decode[GPU_Thread]: 10.5ms | YOLO[DSP_Thread]: 8.9ms | DINOv2[DSP_Thread]: Skipped | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 19.6ms
2026-07-20 18:30:03.774 [DEBUG] [Pipeline-Sink] Frame 0105 ready | Decode[GPU_Thread]: 10.7ms | YOLO[DSP_Thread]: 9.0ms | DINOv2[DSP_Thread]: Skipped | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 19.9ms
2026-07-20 18:30:03.807 [DEBUG] [Pipeline-Sink] Frame 0106 ready | Decode[GPU_Thread]: 10.9ms | YOLO[DSP_Thread]: 8.5ms | DINOv2[DSP_Thread]: Skipped | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 19.6ms
2026-07-20 18:30:03.840 [DEBUG] [Pipeline-Sink] Frame 0107 ready | Decode[GPU_Thread]: 10.5ms | YOLO[DSP_Thread]: 8.4ms | DINOv2[DSP_Thread]: Skipped | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 19.1ms
2026-07-20 18:30:03.874 [DEBUG] [Pipeline-Sink] Frame 0108 ready | Decode[GPU_Thread]: 10.6ms | YOLO[DSP_Thread]: 8.3ms | DINOv2[DSP_Thread]: Skipped | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 19.1ms
2026-07-20 18:30:03.907 [DEBUG] [Pipeline-Sink] Frame 0109 ready | Decode[GPU_Thread]: 11.8ms | YOLO[DSP_Thread]: 8.9ms | DINOv2[DSP_Thread]: Skipped | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 20.9ms
2026-07-20 18:30:03.940 [DEBUG] [Pipeline-Sink] Frame 0110 ready | Decode[GPU_Thread]: 11.2ms | YOLO[DSP_Thread]: 8.9ms | DINOv2[DSP_Thread]: Skipped | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 20.3ms
2026-07-20 18:30:03.974 [DEBUG] [Pipeline-Sink] Frame 0111 ready | Decode[GPU_Thread]: 10.8ms | YOLO[DSP_Thread]: 8.3ms | DINOv2[DSP_Thread]: Skipped | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 19.2ms
2026-07-20 18:30:04.007 [DEBUG] [Pipeline-Sink] Frame 0112 ready | Decode[GPU_Thread]: 10.6ms | YOLO[DSP_Thread]: 8.9ms | DINOv2[DSP_Thread]: Skipped | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 19.7ms
2026-07-20 18:30:04.040 [DEBUG] [Pipeline-Sink] Frame 0113 ready | Decode[GPU_Thread]: 10.9ms | YOLO[DSP_Thread]: 8.9ms | DINOv2[DSP_Thread]: Skipped | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 20.0ms
2026-07-20 18:30:04.074 [DEBUG] [Pipeline-Sink] Frame 0114 ready | Decode[GPU_Thread]: 11.5ms | YOLO[DSP_Thread]: 8.6ms | DINOv2[DSP_Thread]: Skipped | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 20.4ms
2026-07-20 18:30:04.107 [DEBUG] [Pipeline-Sink] Frame 0115 ready | Decode[GPU_Thread]: 11.2ms | YOLO[DSP_Thread]: 8.6ms | DINOv2[DSP_Thread]: Skipped | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 20.0ms
2026-07-20 18:30:04.140 [DEBUG] [Pipeline-Sink] Frame 0116 ready | Decode[GPU_Thread]: 10.9ms | YOLO[DSP_Thread]: 8.5ms | DINOv2[DSP_Thread]: Skipped | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 19.6ms
2026-07-20 18:30:04.174 [DEBUG] [Pipeline-Sink] Frame 0117 ready | Decode[GPU_Thread]: 11.2ms | YOLO[DSP_Thread]: 8.6ms | DINOv2[DSP_Thread]: Skipped | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 20.0ms
2026-07-20 18:30:04.207 [DEBUG] [Pipeline-Sink] Frame 0118 ready | Decode[GPU_Thread]: 10.6ms | YOLO[DSP_Thread]: 8.9ms | DINOv2[DSP_Thread]: Skipped | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 19.7ms
2026-07-20 18:30:04.240 [DEBUG] [Pipeline-Sink] Frame 0119 ready | Decode[GPU_Thread]: 11.4ms | YOLO[DSP_Thread]: 8.6ms | DINOv2[DSP_Thread]: Skipped | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 20.2ms
2026-07-20 18:30:04.274 [DEBUG] [Pipeline-Sink] Frame 0120 ready | Decode[GPU_Thread]: 10.8ms | YOLO[DSP_Thread]: 8.7ms | DINOv2[DSP_Thread]: Skipped | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 19.7ms
2026-07-20 18:30:04.307 [DEBUG] [Pipeline-Sink] Frame 0121 ready | Decode[GPU_Thread]: 10.5ms | YOLO[DSP_Thread]: 9.0ms | DINOv2[DSP_Thread]: Skipped | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 19.7ms
2026-07-20 18:30:04.340 [DEBUG] [Pipeline-Sink] Frame 0122 ready | Decode[GPU_Thread]: 11.5ms | YOLO[DSP_Thread]: 8.4ms | DINOv2[DSP_Thread]: Skipped | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 20.0ms
2026-07-20 18:30:04.374 [DEBUG] [Pipeline-Sink] Frame 0123 ready | Decode[GPU_Thread]: 11.7ms | YOLO[DSP_Thread]: 8.6ms | DINOv2[DSP_Thread]: Skipped | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 20.5ms
2026-07-20 18:30:04.407 [DEBUG] [Pipeline-Sink] Frame 0124 ready | Decode[GPU_Thread]: 11.1ms | YOLO[DSP_Thread]: 8.9ms | DINOv2[DSP_Thread]: Skipped | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 20.1ms
2026-07-20 18:30:04.440 [DEBUG] [Pipeline-Sink] Frame 0125 ready | Decode[GPU_Thread]: 10.7ms | YOLO[DSP_Thread]: 8.8ms | DINOv2[DSP_Thread]: Skipped | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 19.8ms
2026-07-20 18:30:04.474 [DEBUG] [Pipeline-Sink] Frame 0126 ready | Decode[GPU_Thread]: 11.1ms | YOLO[DSP_Thread]: 8.9ms | DINOv2[DSP_Thread]: Skipped | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 20.2ms
2026-07-20 18:30:04.507 [DEBUG] [Pipeline-Sink] Frame 0127 ready | Decode[GPU_Thread]: 10.9ms | YOLO[DSP_Thread]: 8.9ms | DINOv2[DSP_Thread]: Skipped | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 20.1ms
2026-07-20 18:30:04.540 [DEBUG] [Pipeline-Sink] Frame 0128 ready | Decode[GPU_Thread]: 10.6ms | YOLO[DSP_Thread]: 8.9ms | DINOv2[DSP_Thread]: Skipped | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 19.6ms
2026-07-20 18:30:04.574 [DEBUG] [Pipeline-Sink] Frame 0129 ready | Decode[GPU_Thread]: 11.8ms | YOLO[DSP_Thread]: 8.7ms | DINOv2[DSP_Thread]: Skipped | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 20.7ms
2026-07-20 18:30:04.607 [DEBUG] [Pipeline-Sink] Frame 0130 ready | Decode[GPU_Thread]: 11.3ms | YOLO[DSP_Thread]: 8.8ms | DINOv2[DSP_Thread]: Skipped | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 20.2ms
2026-07-20 18:30:04.640 [DEBUG] [Pipeline-Sink] Frame 0131 ready | Decode[GPU_Thread]: 11.4ms | YOLO[DSP_Thread]: 8.5ms | DINOv2[DSP_Thread]: Skipped | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 20.1ms
2026-07-20 18:30:04.674 [DEBUG] [Pipeline-Sink] Frame 0132 ready | Decode[GPU_Thread]: 10.7ms | YOLO[DSP_Thread]: 8.7ms | DINOv2[DSP_Thread]: Skipped | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 19.6ms
2026-07-20 18:30:04.707 [DEBUG] [Pipeline-Sink] Frame 0133 ready | Decode[GPU_Thread]: 10.9ms | YOLO[DSP_Thread]: 8.3ms | DINOv2[DSP_Thread]: Skipped | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 19.4ms
2026-07-20 18:30:04.740 [DEBUG] [Pipeline-Sink] Frame 0134 ready | Decode[GPU_Thread]: 11.3ms | YOLO[DSP_Thread]: 8.4ms | DINOv2[DSP_Thread]: Skipped | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 19.8ms
2026-07-20 18:30:04.774 [DEBUG] [Pipeline-Sink] Frame 0135 ready | Decode[GPU_Thread]: 11.4ms | YOLO[DSP_Thread]: 8.5ms | DINOv2[DSP_Thread]: Skipped | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 20.1ms
2026-07-20 18:30:04.807 [DEBUG] [Pipeline-Sink] Frame 0136 ready | Decode[GPU_Thread]: 11.4ms | YOLO[DSP_Thread]: 8.3ms | DINOv2[DSP_Thread]: Skipped | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 19.9ms
2026-07-20 18:30:04.840 [DEBUG] [Pipeline-Sink] Frame 0137 ready | Decode[GPU_Thread]: 11.8ms | YOLO[DSP_Thread]: 8.2ms | DINOv2[DSP_Thread]: Skipped | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 20.2ms
2026-07-20 18:30:04.874 [DEBUG] [Pipeline-Sink] Frame 0138 ready | Decode[GPU_Thread]: 11.0ms | YOLO[DSP_Thread]: 8.9ms | DINOv2[DSP_Thread]: Skipped | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 20.2ms
2026-07-20 18:30:04.907 [DEBUG] [Pipeline-Sink] Frame 0139 ready | Decode[GPU_Thread]: 11.3ms | YOLO[DSP_Thread]: 8.3ms | DINOv2[DSP_Thread]: Skipped | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 19.8ms
2026-07-20 18:30:04.940 [DEBUG] [Pipeline-Sink] Frame 0140 ready | Decode[GPU_Thread]: 11.3ms | YOLO[DSP_Thread]: 8.8ms | DINOv2[DSP_Thread]: Skipped | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 20.3ms
2026-07-20 18:30:04.974 [DEBUG] [Pipeline-Sink] Frame 0141 ready | Decode[GPU_Thread]: 11.6ms | YOLO[DSP_Thread]: 8.2ms | DINOv2[DSP_Thread]: Skipped | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 20.0ms
2026-07-20 18:30:05.007 [DEBUG] [Pipeline-Sink] Frame 0142 ready | Decode[GPU_Thread]: 11.1ms | YOLO[DSP_Thread]: 8.7ms | DINOv2[DSP_Thread]: Skipped | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 20.0ms
2026-07-20 18:30:05.040 [DEBUG] [Pipeline-Sink] Frame 0143 ready | Decode[GPU_Thread]: 11.8ms | YOLO[DSP_Thread]: 8.8ms | DINOv2[DSP_Thread]: Skipped | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 20.8ms
2026-07-20 18:30:05.074 [DEBUG] [Pipeline-Sink] Frame 0144 ready | Decode[GPU_Thread]: 10.8ms | YOLO[DSP_Thread]: 8.4ms | DINOv2[DSP_Thread]: Skipped | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 19.4ms
2026-07-20 18:30:05.107 [DEBUG] [Pipeline-Sink] Frame 0145 ready | Decode[GPU_Thread]: 11.4ms | YOLO[DSP_Thread]: 8.2ms | DINOv2[DSP_Thread]: Skipped | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 19.8ms
2026-07-20 18:30:05.140 [DEBUG] [Pipeline-Sink] Frame 0146 ready | Decode[GPU_Thread]: 11.0ms | YOLO[DSP_Thread]: 8.3ms | DINOv2[DSP_Thread]: Skipped | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 19.5ms
2026-07-20 18:30:05.174 [DEBUG] [Pipeline-Sink] Frame 0147 ready | Decode[GPU_Thread]: 11.3ms | YOLO[DSP_Thread]: 8.7ms | DINOv2[DSP_Thread]: Skipped | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 20.2ms
2026-07-20 18:30:05.207 [DEBUG] [Pipeline-Sink] Frame 0148 ready | Decode[GPU_Thread]: 11.7ms | YOLO[DSP_Thread]: 8.9ms | DINOv2[DSP_Thread]: Skipped | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 20.8ms
2026-07-20 18:30:05.240 [DEBUG] [Pipeline-Sink] Frame 0149 ready | Decode[GPU_Thread]: 11.3ms | YOLO[DSP_Thread]: 8.6ms | DINOv2[DSP_Thread]: Skipped | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 20.1ms
2026-07-20 18:30:05.274 [DEBUG] [Pipeline-Sink] Frame 0150 ready | Decode[GPU_Thread]: 11.3ms | YOLO[DSP_Thread]: 8.5ms | DINOv2[DSP_Thread]: Skipped | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 20.0ms
2026-07-20 18:30:05.307 [DEBUG] [Pipeline-Sink] Frame 0151 ready | Decode[GPU_Thread]: 11.4ms | YOLO[DSP_Thread]: 8.9ms | DINOv2[DSP_Thread]: Skipped | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 20.5ms
2026-07-20 18:30:05.340 [DEBUG] [Pipeline-Sink] Frame 0152 ready | Decode[GPU_Thread]: 11.5ms | YOLO[DSP_Thread]: 8.3ms | DINOv2[DSP_Thread]: Skipped | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 20.0ms
2026-07-20 18:30:05.374 [DEBUG] [Pipeline-Sink] Frame 0153 ready | Decode[GPU_Thread]: 11.0ms | YOLO[DSP_Thread]: 8.3ms | DINOv2[DSP_Thread]: Skipped | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 19.5ms
2026-07-20 18:30:05.407 [DEBUG] [Pipeline-Sink] Frame 0154 ready | Decode[GPU_Thread]: 11.3ms | YOLO[DSP_Thread]: 8.8ms | DINOv2[DSP_Thread]: Skipped | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 20.4ms
2026-07-20 18:30:05.440 [DEBUG] [Pipeline-Sink] Frame 0155 ready | Decode[GPU_Thread]: 10.7ms | YOLO[DSP_Thread]: 8.7ms | DINOv2[DSP_Thread]: Skipped | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 19.7ms
2026-07-20 18:30:05.474 [DEBUG] [Pipeline-Sink] Frame 0156 ready | Decode[GPU_Thread]: 10.6ms | YOLO[DSP_Thread]: 8.7ms | DINOv2[DSP_Thread]: Skipped | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 19.6ms
2026-07-20 18:30:05.507 [DEBUG] [Pipeline-Sink] Frame 0157 ready | Decode[GPU_Thread]: 11.5ms | YOLO[DSP_Thread]: 8.9ms | DINOv2[DSP_Thread]: Skipped | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 20.5ms
2026-07-20 18:30:05.540 [DEBUG] [Pipeline-Sink] Frame 0158 ready | Decode[GPU_Thread]: 10.8ms | YOLO[DSP_Thread]: 8.5ms | DINOv2[DSP_Thread]: Skipped | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 19.5ms
2026-07-20 18:30:05.574 [DEBUG] [Pipeline-Sink] Frame 0159 ready | Decode[GPU_Thread]: 11.1ms | YOLO[DSP_Thread]: 8.9ms | DINOv2[DSP_Thread]: Skipped | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 20.2ms
2026-07-20 18:30:05.607 [DEBUG] [Pipeline-Sink] Frame 0160 ready | Decode[GPU_Thread]: 10.9ms | YOLO[DSP_Thread]: 8.5ms | DINOv2[DSP_Thread]: Skipped | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 19.7ms
2026-07-20 18:30:05.640 [DEBUG] [Pipeline-Sink] Frame 0161 ready | Decode[GPU_Thread]: 10.7ms | YOLO[DSP_Thread]: 9.0ms | DINOv2[DSP_Thread]: Skipped | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 19.9ms
2026-07-20 18:30:05.674 [DEBUG] [Pipeline-Sink] Frame 0162 ready | Decode[GPU_Thread]: 11.6ms | YOLO[DSP_Thread]: 8.3ms | DINOv2[DSP_Thread]: Skipped | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 20.1ms
2026-07-20 18:30:05.707 [DEBUG] [Pipeline-Sink] Frame 0163 ready | Decode[GPU_Thread]: 10.9ms | YOLO[DSP_Thread]: 8.2ms | DINOv2[DSP_Thread]: Skipped | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 19.3ms
2026-07-20 18:30:05.740 [DEBUG] [Pipeline-Sink] Frame 0164 ready | Decode[GPU_Thread]: 10.6ms | YOLO[DSP_Thread]: 8.9ms | DINOv2[DSP_Thread]: Skipped | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 19.7ms
2026-07-20 18:30:05.774 [DEBUG] [Pipeline-Sink] Frame 0165 ready | Decode[GPU_Thread]: 11.5ms | YOLO[DSP_Thread]: 8.6ms | DINOv2[DSP_Thread]: Skipped | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 20.4ms
2026-07-20 18:30:05.807 [DEBUG] [Pipeline-Sink] Frame 0166 ready | Decode[GPU_Thread]: 11.0ms | YOLO[DSP_Thread]: 8.8ms | DINOv2[DSP_Thread]: Skipped | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 20.0ms
2026-07-20 18:30:05.840 [DEBUG] [Pipeline-Sink] Frame 0167 ready | Decode[GPU_Thread]: 11.8ms | YOLO[DSP_Thread]: 8.6ms | DINOv2[DSP_Thread]: Skipped | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 20.6ms
2026-07-20 18:30:05.874 [DEBUG] [Pipeline-Sink] Frame 0168 ready | Decode[GPU_Thread]: 11.6ms | YOLO[DSP_Thread]: 8.3ms | DINOv2[DSP_Thread]: Skipped | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 20.1ms
2026-07-20 18:30:05.907 [DEBUG] [Pipeline-Sink] Frame 0169 ready | Decode[GPU_Thread]: 10.7ms | YOLO[DSP_Thread]: 8.9ms | DINOv2[DSP_Thread]: Skipped | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 19.8ms
2026-07-20 18:30:05.940 [DEBUG] [Pipeline-Sink] Frame 0170 ready | Decode[GPU_Thread]: 11.5ms | YOLO[DSP_Thread]: 8.4ms | DINOv2[DSP_Thread]: Skipped | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 20.1ms
2026-07-20 18:30:05.974 [DEBUG] [Pipeline-Sink] Frame 0171 ready | Decode[GPU_Thread]: 11.2ms | YOLO[DSP_Thread]: 9.0ms | DINOv2[DSP_Thread]: Skipped | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 20.4ms
2026-07-20 18:30:06.007 [DEBUG] [Pipeline-Sink] Frame 0172 ready | Decode[GPU_Thread]: 11.5ms | YOLO[DSP_Thread]: 8.2ms | DINOv2[DSP_Thread]: Skipped | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 20.0ms
2026-07-20 18:30:06.040 [DEBUG] [Pipeline-Sink] Frame 0173 ready | Decode[GPU_Thread]: 11.2ms | YOLO[DSP_Thread]: 8.6ms | DINOv2[DSP_Thread]: Skipped | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 20.1ms
2026-07-20 18:30:06.074 [DEBUG] [Pipeline-Sink] Frame 0174 ready | Decode[GPU_Thread]: 11.7ms | YOLO[DSP_Thread]: 8.7ms | DINOv2[DSP_Thread]: Skipped | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 20.6ms
2026-07-20 18:30:06.107 [DEBUG] [Pipeline-Sink] Frame 0175 ready | Decode[GPU_Thread]: 10.8ms | YOLO[DSP_Thread]: 8.7ms | DINOv2[DSP_Thread]: Skipped | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 19.7ms
2026-07-20 18:30:06.140 [DEBUG] [Pipeline-Sink] Frame 0176 ready | Decode[GPU_Thread]: 10.9ms | YOLO[DSP_Thread]: 8.7ms | DINOv2[DSP_Thread]: Skipped | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 19.8ms
2026-07-20 18:30:06.174 [DEBUG] [Pipeline-Sink] Frame 0177 ready | Decode[GPU_Thread]: 10.8ms | YOLO[DSP_Thread]: 8.9ms | DINOv2[DSP_Thread]: Skipped | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 19.8ms
2026-07-20 18:30:06.207 [DEBUG] [Pipeline-Sink] Frame 0178 ready | Decode[GPU_Thread]: 11.0ms | YOLO[DSP_Thread]: 8.8ms | DINOv2[DSP_Thread]: Skipped | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 19.9ms
2026-07-20 18:30:06.240 [DEBUG] [Pipeline-Sink] Frame 0179 ready | Decode[GPU_Thread]: 11.1ms | YOLO[DSP_Thread]: 8.9ms | DINOv2[DSP_Thread]: Skipped | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 20.2ms
2026-07-20 18:30:06.274 [DEBUG] [Pipeline-Sink] Frame 0180 ready | Decode[GPU_Thread]: 10.8ms | YOLO[DSP_Thread]: 8.5ms | DINOv2[DSP_Thread]: Skipped | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 19.5ms
2026-07-20 18:30:06.307 [DEBUG] [Pipeline-Sink] Frame 0181 ready | Decode[GPU_Thread]: 10.5ms | YOLO[DSP_Thread]: 8.7ms | DINOv2[DSP_Thread]: Skipped | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 19.5ms
2026-07-20 18:30:06.340 [DEBUG] [Pipeline-Sink] Frame 0182 ready | Decode[GPU_Thread]: 11.2ms | YOLO[DSP_Thread]: 8.4ms | DINOv2[DSP_Thread]: Skipped | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 19.8ms
2026-07-20 18:30:06.374 [DEBUG] [Pipeline-Sink] Frame 0183 ready | Decode[GPU_Thread]: 11.7ms | YOLO[DSP_Thread]: 8.3ms | DINOv2[DSP_Thread]: Skipped | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 20.2ms
