2026-07-20 17:30:00.001 [INFO] [System] COWdeploy Edge Benchmarking Suite (Precision: FP16)
2026-07-20 17:30:00.015 [INFO] [System] Hardware: Qualcomm Dragonwing RB3 Gen2 (QCM6490)
2026-07-20 17:30:00.030 [INFO] [Video] Resolution: 1920x1080 | Codec: H264 | FPS: 30.0 | Frames: 1800 (60s)
2026-07-20 17:30:00.055 [INFO] [Pipeline] Configuration: 
    - Detection Backend: QNN (Hexagon DSP) - yolov8n-seg_fp16.bin
    - Feature Extractor Backend: QNN (Hexagon DSP) - dinov2_vits14_fp16.bin
2026-07-20 17:30:00.110 [INFO] [Video] Initializing Adreno GPU V4L2 Hardware Decoder...
2026-07-20 17:30:00.120 [INFO] [QNN] Loading libQnnHtp.so (Hexagon Tensor Processor)...
2026-07-20 17:30:00.165 [INFO] [QNN] Loading context binary yolov8n-seg_fp16.bin to CDSP...
2026-07-20 17:30:00.175 [INFO] [QNN] Model loaded. Optimized for FP16.
2026-07-20 17:30:00.180 [INFO] [Pipeline] Starting main video processing loop...
2026-07-20 17:30:00.218 [DEBUG] [Frame 0000] Decode(GPU): 11.2ms | Preprocess: 1.1ms | YOLO(fp16): 25.6ms | DINOv2: Skipped | Total: 38.4ms
2026-07-20 17:30:05.458 [DEBUG] [Frame 0135] Decode(GPU): 12.6ms | Preprocess: 1.1ms | YOLO(fp16): 24.4ms | DINOv2: Skipped | Total: 39.1ms
2026-07-20 17:30:05.497 [DEBUG] [Frame 0136] Decode(GPU): 11.1ms | Preprocess: 1.1ms | YOLO(fp16): 25.8ms | DINOv2: Skipped | Total: 39.0ms
2026-07-20 17:30:05.536 [DEBUG] [Frame 0137] Decode(GPU): 12.1ms | Preprocess: 1.1ms | YOLO(fp16): 24.9ms | DINOv2: Skipped | Total: 39.1ms
2026-07-20 17:30:05.575 [DEBUG] [Frame 0138] Decode(GPU): 11.7ms | Preprocess: 1.0ms | YOLO(fp16): 26.0ms | DINOv2: Skipped | Total: 39.5ms
2026-07-20 17:30:05.615 [DEBUG] [Frame 0139] Decode(GPU): 12.0ms | Preprocess: 1.2ms | YOLO(fp16): 26.0ms | DINOv2: Skipped | Total: 39.7ms
2026-07-20 17:30:05.655 [DEBUG] [Frame 0140] Decode(GPU): 10.7ms | Preprocess: 1.3ms | YOLO(fp16): 26.6ms | DINOv2: Skipped | Total: 39.5ms
2026-07-20 17:30:05.692 [DEBUG] [Frame 0141] Decode(GPU): 10.4ms | Preprocess: 1.5ms | YOLO(fp16): 24.7ms | DINOv2: Skipped | Total: 37.5ms
2026-07-20 17:30:05.731 [DEBUG] [Frame 0142] Decode(GPU): 11.1ms | Preprocess: 1.0ms | YOLO(fp16): 26.0ms | DINOv2: Skipped | Total: 38.9ms
2026-07-20 17:30:05.772 [DEBUG] [Frame 0143] Decode(GPU): 12.3ms | Preprocess: 1.4ms | YOLO(fp16): 26.2ms | DINOv2: Skipped | Total: 40.6ms
2026-07-20 17:30:05.810 [DEBUG] [Frame 0144] Decode(GPU): 11.5ms | Preprocess: 1.2ms | YOLO(fp16): 24.8ms | DINOv2: Skipped | Total: 38.4ms
2026-07-20 17:30:05.849 [DEBUG] [Frame 0145] Decode(GPU): 10.9ms | Preprocess: 1.1ms | YOLO(fp16): 26.3ms | DINOv2: Skipped | Total: 39.1ms
2026-07-20 17:30:05.887 [DEBUG] [Frame 0146] Decode(GPU): 10.5ms | Preprocess: 1.2ms | YOLO(fp16): 25.3ms | DINOv2: Skipped | Total: 37.7ms
2026-07-20 17:30:05.926 [DEBUG] [Frame 0147] Decode(GPU): 12.5ms | Preprocess: 1.2ms | YOLO(fp16): 25.3ms | DINOv2: Skipped | Total: 39.6ms
2026-07-20 17:30:05.965 [DEBUG] [Frame 0148] Decode(GPU): 11.9ms | Preprocess: 1.4ms | YOLO(fp16): 24.4ms | DINOv2: Skipped | Total: 38.3ms
2026-07-20 17:30:06.003 [DEBUG] [Frame 0149] Decode(GPU): 11.4ms | Preprocess: 1.0ms | YOLO(fp16): 25.4ms | DINOv2: Skipped | Total: 38.3ms
2026-07-20 17:30:06.041 [DEBUG] [Frame 0150] Decode(GPU): 11.1ms | Preprocess: 1.2ms | YOLO(fp16): 25.2ms | DINOv2: Skipped | Total: 38.3ms
2026-07-20 17:30:06.079 [DEBUG] [Frame 0151] Decode(GPU): 12.0ms | Preprocess: 1.1ms | YOLO(fp16): 24.5ms | DINOv2: Skipped | Total: 38.1ms
2026-07-20 17:30:06.120 [DEBUG] [Frame 0152] Decode(GPU): 12.1ms | Preprocess: 1.2ms | YOLO(fp16): 26.4ms | DINOv2: Skipped | Total: 40.3ms
2026-07-20 17:30:06.159 [DEBUG] [Frame 0153] Decode(GPU): 11.5ms | Preprocess: 1.4ms | YOLO(fp16): 25.9ms | DINOv2: Skipped | Total: 39.7ms
2026-07-20 17:30:06.199 [DEBUG] [Frame 0154] Decode(GPU): 12.1ms | Preprocess: 1.2ms | YOLO(fp16): 25.7ms | DINOv2: Skipped | Total: 39.7ms
2026-07-20 17:30:06.237 [DEBUG] [Frame 0155] Decode(GPU): 11.0ms | Preprocess: 1.2ms | YOLO(fp16): 25.0ms | DINOv2: Skipped | Total: 38.1ms
2026-07-20 17:30:06.277 [DEBUG] [Frame 0156] Decode(GPU): 11.7ms | Preprocess: 1.0ms | YOLO(fp16): 26.3ms | DINOv2: Skipped | Total: 39.9ms
2026-07-20 17:30:06.316 [DEBUG] [Frame 0157] Decode(GPU): 11.6ms | Preprocess: 1.3ms | YOLO(fp16): 25.3ms | DINOv2: Skipped | Total: 38.9ms
2026-07-20 17:30:06.355 [DEBUG] [Frame 0158] Decode(GPU): 12.2ms | Preprocess: 1.2ms | YOLO(fp16): 24.7ms | DINOv2: Skipped | Total: 38.9ms
2026-07-20 17:30:06.394 [DEBUG] [Frame 0159] Decode(GPU): 12.2ms | Preprocess: 1.3ms | YOLO(fp16): 25.4ms | DINOv2: Skipped | Total: 39.6ms
2026-07-20 17:30:06.434 [DEBUG] [Frame 0160] Decode(GPU): 11.3ms | Preprocess: 1.4ms | YOLO(fp16): 26.6ms | DINOv2: Skipped | Total: 39.8ms
2026-07-20 17:30:06.471 [DEBUG] [Frame 0161] Decode(GPU): 10.9ms | Preprocess: 1.1ms | YOLO(fp16): 24.3ms | DINOv2: Skipped | Total: 37.0ms
2026-07-20 17:30:06.511 [DEBUG] [Frame 0162] Decode(GPU): 11.7ms | Preprocess: 1.2ms | YOLO(fp16): 25.8ms | DINOv2: Skipped | Total: 39.2ms
2026-07-20 17:30:06.549 [DEBUG] [Frame 0163] Decode(GPU): 11.6ms | Preprocess: 1.2ms | YOLO(fp16): 24.6ms | DINOv2: Skipped | Total: 38.4ms
2026-07-20 17:30:06.587 [DEBUG] [Frame 0164] Decode(GPU): 10.4ms | Preprocess: 1.4ms | YOLO(fp16): 25.7ms | DINOv2: Skipped | Total: 38.5ms
2026-07-20 17:30:06.625 [DEBUG] [Frame 0165] Decode(GPU): 10.6ms | Preprocess: 1.2ms | YOLO(fp16): 24.8ms | DINOv2: Skipped | Total: 37.5ms
2026-07-20 17:30:06.665 [DEBUG] [Frame 0166] Decode(GPU): 11.4ms | Preprocess: 1.2ms | YOLO(fp16): 26.6ms | DINOv2: Skipped | Total: 39.8ms
2026-07-20 17:30:06.702 [DEBUG] [Frame 0167] Decode(GPU): 10.8ms | Preprocess: 1.3ms | YOLO(fp16): 24.3ms | DINOv2: Skipped | Total: 37.2ms
2026-07-20 17:30:06.742 [DEBUG] [Frame 0168] Decode(GPU): 11.9ms | Preprocess: 1.3ms | YOLO(fp16): 26.6ms | DINOv2: Skipped | Total: 40.5ms
2026-07-20 17:30:06.781 [DEBUG] [Frame 0169] Decode(GPU): 11.9ms | Preprocess: 1.3ms | YOLO(fp16): 25.0ms | DINOv2: Skipped | Total: 39.1ms
2026-07-20 17:30:06.821 [DEBUG] [Frame 0170] Decode(GPU): 11.7ms | Preprocess: 1.4ms | YOLO(fp16): 25.6ms | DINOv2: Skipped | Total: 39.3ms
2026-07-20 17:30:06.860 [DEBUG] [Frame 0171] Decode(GPU): 11.0ms | Preprocess: 1.4ms | YOLO(fp16): 26.1ms | DINOv2: Skipped | Total: 39.0ms
2026-07-20 17:30:06.898 [DEBUG] [Frame 0172] Decode(GPU): 11.0ms | Preprocess: 1.2ms | YOLO(fp16): 24.8ms | DINOv2: Skipped | Total: 37.8ms
2026-07-20 17:30:06.938 [DEBUG] [Frame 0173] Decode(GPU): 11.4ms | Preprocess: 1.3ms | YOLO(fp16): 26.5ms | DINOv2: Skipped | Total: 40.1ms
2026-07-20 17:30:06.976 [DEBUG] [Frame 0174] Decode(GPU): 11.2ms | Preprocess: 1.4ms | YOLO(fp16): 24.6ms | DINOv2: Skipped | Total: 37.8ms
2026-07-20 17:30:07.016 [DEBUG] [Frame 0175] Decode(GPU): 12.6ms | Preprocess: 1.5ms | YOLO(fp16): 25.5ms | DINOv2: Skipped | Total: 40.5ms
2026-07-20 17:30:07.055 [DEBUG] [Frame 0176] Decode(GPU): 10.5ms | Preprocess: 1.4ms | YOLO(fp16): 26.4ms | DINOv2: Skipped | Total: 39.1ms
2026-07-20 17:30:07.094 [DEBUG] [Frame 0177] Decode(GPU): 10.2ms | Preprocess: 1.2ms | YOLO(fp16): 26.0ms | DINOv2: Skipped | Total: 38.4ms
2026-07-20 17:30:07.133 [DEBUG] [Frame 0178] Decode(GPU): 11.7ms | Preprocess: 1.5ms | YOLO(fp16): 26.2ms | DINOv2: Skipped | Total: 39.9ms
2026-07-20 17:30:07.174 [DEBUG] [Frame 0179] Decode(GPU): 12.5ms | Preprocess: 1.4ms | YOLO(fp16): 26.0ms | DINOv2: Skipped | Total: 40.5ms
2026-07-20 17:30:07.213 [DEBUG] [Frame 0180] Decode(GPU): 10.4ms | Preprocess: 1.5ms | YOLO(fp16): 26.6ms | DINOv2: Skipped | Total: 39.5ms
2026-07-20 17:30:07.253 [DEBUG] [Frame 0181] Decode(GPU): 11.7ms | Preprocess: 1.4ms | YOLO(fp16): 25.4ms | DINOv2: Skipped | Total: 39.1ms
2026-07-20 17:30:07.291 [DEBUG] [Frame 0182] Decode(GPU): 11.3ms | Preprocess: 1.0ms | YOLO(fp16): 25.3ms | DINOv2: Skipped | Total: 38.5ms
2026-07-20 17:30:07.331 [DEBUG] [Frame 0183] Decode(GPU): 12.4ms | Preprocess: 1.0ms | YOLO(fp16): 25.1ms | DINOv2: Skipped | Total: 39.5ms
2026-07-20 17:30:07.370 [DEBUG] [Frame 0184] Decode(GPU): 11.5ms | Preprocess: 1.2ms | YOLO(fp16): 26.3ms | DINOv2: Skipped | Total: 39.9ms
2026-07-20 17:30:07.409 [DEBUG] [Frame 0185] Decode(GPU): 10.5ms | Preprocess: 1.1ms | YOLO(fp16): 26.3ms | DINOv2: Skipped | Total: 38.5ms
2026-07-20 17:30:07.447 [DEBUG] [Frame 0186] Decode(GPU): 11.2ms | Preprocess: 1.3ms | YOLO(fp16): 24.2ms | DINOv2: Skipped | Total: 37.6ms
2026-07-20 17:30:07.486 [DEBUG] [Frame 0187] Decode(GPU): 11.8ms | Preprocess: 1.3ms | YOLO(fp16): 25.3ms | DINOv2: Skipped | Total: 39.2ms
2026-07-20 17:30:07.525 [DEBUG] [Frame 0188] Decode(GPU): 11.3ms | Preprocess: 1.3ms | YOLO(fp16): 26.6ms | DINOv2: Skipped | Total: 39.8ms
2026-07-20 17:30:07.563 [DEBUG] [Frame 0189] Decode(GPU): 10.3ms | Preprocess: 1.3ms | YOLO(fp16): 25.0ms | DINOv2: Skipped | Total: 37.2ms
2026-07-20 17:30:07.600 [DEBUG] [Frame 0190] Decode(GPU): 10.6ms | Preprocess: 1.1ms | YOLO(fp16): 25.3ms | DINOv2: Skipped | Total: 37.5ms
2026-07-20 17:30:07.640 [DEBUG] [Frame 0191] Decode(GPU): 11.1ms | Preprocess: 1.4ms | YOLO(fp16): 26.1ms | DINOv2: Skipped | Total: 39.3ms
2026-07-20 17:30:07.680 [DEBUG] [Frame 0192] Decode(GPU): 12.5ms | Preprocess: 1.4ms | YOLO(fp16): 26.4ms | DINOv2: Skipped | Total: 40.8ms
2026-07-20 17:30:07.719 [DEBUG] [Frame 0193] Decode(GPU): 12.0ms | Preprocess: 1.4ms | YOLO(fp16): 25.1ms | DINOv2: Skipped | Total: 39.1ms
2026-07-20 17:30:07.758 [DEBUG] [Frame 0194] Decode(GPU): 11.5ms | Preprocess: 1.3ms | YOLO(fp16): 24.8ms | DINOv2: Skipped | Total: 38.4ms
2026-07-20 17:30:07.798 [DEBUG] [Frame 0195] Decode(GPU): 12.2ms | Preprocess: 1.3ms | YOLO(fp16): 25.7ms | DINOv2: Skipped | Total: 39.8ms
2026-07-20 17:30:07.837 [DEBUG] [Frame 0196] Decode(GPU): 11.6ms | Preprocess: 1.2ms | YOLO(fp16): 25.8ms | DINOv2: Skipped | Total: 39.3ms
2026-07-20 17:30:07.877 [DEBUG] [Frame 0197] Decode(GPU): 11.6ms | Preprocess: 1.3ms | YOLO(fp16): 25.8ms | DINOv2: Skipped | Total: 39.6ms
2026-07-20 17:30:07.915 [DEBUG] [Frame 0198] Decode(GPU): 10.3ms | Preprocess: 1.3ms | YOLO(fp16): 25.5ms | DINOv2: Skipped | Total: 38.0ms
2026-07-20 17:30:07.953 [DEBUG] [Frame 0199] Decode(GPU): 12.5ms | Preprocess: 1.2ms | YOLO(fp16): 24.4ms | DINOv2: Skipped | Total: 38.6ms
2026-07-20 17:30:08.014 [DEBUG] [Frame 0200] Decode(GPU): 10.3ms | Preprocess: 1.5ms | YOLO(fp16): 25.3ms | DINOv2(fp16): 22.1ms (1 crops) | Total: 60.6ms
2026-07-20 17:30:08.124 [DEBUG] [Frame 0201] Decode(GPU): 12.0ms | Preprocess: 1.3ms | YOLO(fp16): 25.5ms | DINOv2(fp16): 68.2ms (3 crops) | Total: 109.9ms
2026-07-20 17:30:08.185 [DEBUG] [Frame 0202] Decode(GPU): 10.6ms | Preprocess: 1.2ms | YOLO(fp16): 25.7ms | DINOv2(fp16): 22.2ms (1 crops) | Total: 61.5ms
2026-07-20 17:30:08.293 [DEBUG] [Frame 0203] Decode(GPU): 10.8ms | Preprocess: 1.0ms | YOLO(fp16): 25.6ms | DINOv2(fp16): 66.7ms (3 crops) | Total: 107.4ms
2026-07-20 17:30:08.354 [DEBUG] [Frame 0204] Decode(GPU): 11.7ms | Preprocess: 1.1ms | YOLO(fp16): 25.2ms | DINOv2(fp16): 22.1ms (1 crops) | Total: 61.6ms
2026-07-20 17:30:08.441 [DEBUG] [Frame 0205] Decode(GPU): 11.4ms | Preprocess: 1.2ms | YOLO(fp16): 26.7ms | DINOv2(fp16): 44.8ms (2 crops) | Total: 86.3ms
2026-07-20 17:30:08.501 [DEBUG] [Frame 0206] Decode(GPU): 10.9ms | Preprocess: 1.1ms | YOLO(fp16): 24.9ms | DINOv2(fp16): 22.6ms (1 crops) | Total: 60.9ms
2026-07-20 17:30:08.586 [DEBUG] [Frame 0207] Decode(GPU): 10.2ms | Preprocess: 1.3ms | YOLO(fp16): 25.3ms | DINOv2(fp16): 45.9ms (2 crops) | Total: 84.9ms
2026-07-20 17:30:08.650 [DEBUG] [Frame 0208] Decode(GPU): 12.5ms | Preprocess: 1.3ms | YOLO(fp16): 25.3ms | DINOv2(fp16): 22.9ms (1 crops) | Total: 63.5ms
2026-07-20 17:30:08.757 [DEBUG] [Frame 0209] Decode(GPU): 11.5ms | Preprocess: 1.1ms | YOLO(fp16): 25.3ms | DINOv2(fp16): 66.3ms (3 crops) | Total: 107.5ms
2026-07-20 17:30:08.868 [DEBUG] [Frame 0210] Decode(GPU): 11.3ms | Preprocess: 1.1ms | YOLO(fp16): 26.3ms | DINOv2(fp16): 68.9ms (3 crops) | Total: 110.7ms
2026-07-20 17:30:08.931 [DEBUG] [Frame 0211] Decode(GPU): 12.2ms | Preprocess: 1.1ms | YOLO(fp16): 25.1ms | DINOv2(fp16): 22.4ms (1 crops) | Total: 62.5ms
2026-07-20 17:30:09.017 [DEBUG] [Frame 0212] Decode(GPU): 11.5ms | Preprocess: 1.5ms | YOLO(fp16): 26.5ms | DINOv2(fp16): 44.9ms (2 crops) | Total: 86.5ms
2026-07-20 17:30:09.129 [DEBUG] [Frame 0213] Decode(GPU): 12.5ms | Preprocess: 1.2ms | YOLO(fp16): 25.7ms | DINOv2(fp16): 68.5ms (3 crops) | Total: 111.4ms
2026-07-20 17:30:09.191 [DEBUG] [Frame 0214] Decode(GPU): 12.5ms | Preprocess: 1.4ms | YOLO(fp16): 25.1ms | DINOv2(fp16): 22.5ms (1 crops) | Total: 62.8ms
2026-07-20 17:30:09.275 [DEBUG] [Frame 0215] Decode(GPU): 10.6ms | Preprocess: 1.3ms | YOLO(fp16): 24.7ms | DINOv2(fp16): 44.5ms (2 crops) | Total: 83.4ms
2026-07-20 17:30:09.360 [DEBUG] [Frame 0216] Decode(GPU): 11.5ms | Preprocess: 1.4ms | YOLO(fp16): 25.2ms | DINOv2(fp16): 45.0ms (2 crops) | Total: 85.3ms
2026-07-20 17:30:09.446 [DEBUG] [Frame 0217] Decode(GPU): 12.3ms | Preprocess: 1.1ms | YOLO(fp16): 24.6ms | DINOv2(fp16): 45.6ms (2 crops) | Total: 86.2ms
2026-07-20 17:30:09.508 [DEBUG] [Frame 0218] Decode(GPU): 12.6ms | Preprocess: 1.2ms | YOLO(fp16): 24.8ms | DINOv2(fp16): 22.0ms (1 crops) | Total: 62.1ms
2026-07-20 17:30:09.593 [DEBUG] [Frame 0219] Decode(GPU): 10.8ms | Preprocess: 1.2ms | YOLO(fp16): 24.5ms | DINOv2(fp16): 45.7ms (2 crops) | Total: 84.5ms
2026-07-20 17:30:09.701 [DEBUG] [Frame 0220] Decode(GPU): 10.4ms | Preprocess: 1.2ms | YOLO(fp16): 25.6ms | DINOv2(fp16): 68.1ms (3 crops) | Total: 108.4ms
2026-07-20 17:30:09.809 [DEBUG] [Frame 0221] Decode(GPU): 11.1ms | Preprocess: 1.3ms | YOLO(fp16): 25.2ms | DINOv2(fp16): 66.6ms (3 crops) | Total: 107.2ms
2026-07-20 17:30:09.917 [DEBUG] [Frame 0222] Decode(GPU): 12.3ms | Preprocess: 1.2ms | YOLO(fp16): 24.9ms | DINOv2(fp16): 66.9ms (3 crops) | Total: 108.7ms
2026-07-20 17:30:10.024 [DEBUG] [Frame 0223] Decode(GPU): 10.6ms | Preprocess: 1.0ms | YOLO(fp16): 24.6ms | DINOv2(fp16): 67.8ms (3 crops) | Total: 106.9ms
2026-07-20 17:30:10.133 [DEBUG] [Frame 0224] Decode(GPU): 12.2ms | Preprocess: 1.3ms | YOLO(fp16): 25.9ms | DINOv2(fp16): 66.2ms (3 crops) | Total: 108.7ms
2026-07-20 17:30:10.219 [DEBUG] [Frame 0225] Decode(GPU): 11.7ms | Preprocess: 1.5ms | YOLO(fp16): 24.7ms | DINOv2(fp16): 45.9ms (2 crops) | Total: 86.0ms
2026-07-20 17:30:10.327 [DEBUG] [Frame 0226] Decode(GPU): 10.9ms | Preprocess: 1.1ms | YOLO(fp16): 25.7ms | DINOv2(fp16): 67.2ms (3 crops) | Total: 108.1ms
2026-07-20 17:30:10.413 [DEBUG] [Frame 0227] Decode(GPU): 12.0ms | Preprocess: 1.1ms | YOLO(fp16): 24.3ms | DINOv2(fp16): 45.7ms (2 crops) | Total: 85.5ms
2026-07-20 17:30:10.499 [DEBUG] [Frame 0228] Decode(GPU): 12.3ms | Preprocess: 1.1ms | YOLO(fp16): 24.8ms | DINOv2(fp16): 45.6ms (2 crops) | Total: 86.1ms
2026-07-20 17:30:10.609 [DEBUG] [Frame 0229] Decode(GPU): 12.4ms | Preprocess: 1.3ms | YOLO(fp16): 26.3ms | DINOv2(fp16): 66.5ms (3 crops) | Total: 110.0ms
2026-07-20 17:30:10.718 [DEBUG] [Frame 0230] Decode(GPU): 12.2ms | Preprocess: 1.3ms | YOLO(fp16): 25.5ms | DINOv2(fp16): 66.7ms (3 crops) | Total: 109.2ms
2026-07-20 17:30:10.806 [DEBUG] [Frame 0231] Decode(GPU): 12.1ms | Preprocess: 1.1ms | YOLO(fp16): 26.5ms | DINOv2(fp16): 45.3ms (2 crops) | Total: 87.7ms
2026-07-20 17:30:10.891 [DEBUG] [Frame 0232] Decode(GPU): 10.9ms | Preprocess: 1.5ms | YOLO(fp16): 25.6ms | DINOv2(fp16): 44.5ms (2 crops) | Total: 84.9ms
2026-07-20 17:30:10.975 [DEBUG] [Frame 0233] Decode(GPU): 10.6ms | Preprocess: 1.4ms | YOLO(fp16): 25.6ms | DINOv2(fp16): 44.9ms (2 crops) | Total: 85.0ms
2026-07-20 17:30:11.061 [DEBUG] [Frame 0234] Decode(GPU): 12.3ms | Preprocess: 1.3ms | YOLO(fp16): 24.9ms | DINOv2(fp16): 44.1ms (2 crops) | Total: 85.1ms
2026-07-20 17:30:11.170 [DEBUG] [Frame 0235] Decode(GPU): 12.6ms | Preprocess: 1.4ms | YOLO(fp16): 24.7ms | DINOv2(fp16): 67.3ms (3 crops) | Total: 109.2ms
2026-07-20 17:30:11.280 [DEBUG] [Frame 0236] Decode(GPU): 12.1ms | Preprocess: 1.1ms | YOLO(fp16): 25.6ms | DINOv2(fp16): 68.1ms (3 crops) | Total: 110.0ms
2026-07-20 17:30:11.387 [DEBUG] [Frame 0237] Decode(GPU): 12.0ms | Preprocess: 1.1ms | YOLO(fp16): 24.9ms | DINOv2(fp16): 66.4ms (3 crops) | Total: 107.3ms
2026-07-20 17:30:11.448 [DEBUG] [Frame 0238] Decode(GPU): 10.4ms | Preprocess: 1.2ms | YOLO(fp16): 24.8ms | DINOv2(fp16): 22.8ms (1 crops) | Total: 60.9ms
2026-07-20 17:30:11.512 [DEBUG] [Frame 0239] Decode(GPU): 12.6ms | Preprocess: 1.2ms | YOLO(fp16): 25.9ms | DINOv2(fp16): 22.4ms (1 crops) | Total: 63.6ms
2026-07-20 17:30:11.618 [DEBUG] [Frame 0240] Decode(GPU): 10.7ms | Preprocess: 1.2ms | YOLO(fp16): 25.6ms | DINOv2(fp16): 66.3ms (3 crops) | Total: 106.5ms
2026-07-20 17:30:11.681 [DEBUG] [Frame 0241] Decode(GPU): 11.7ms | Preprocess: 1.4ms | YOLO(fp16): 25.6ms | DINOv2(fp16): 22.6ms (1 crops) | Total: 62.9ms
2026-07-20 17:30:11.743 [DEBUG] [Frame 0242] Decode(GPU): 10.4ms | Preprocess: 1.5ms | YOLO(fp16): 25.8ms | DINOv2(fp16): 22.9ms (1 crops) | Total: 62.0ms
2026-07-20 17:30:11.853 [DEBUG] [Frame 0243] Decode(GPU): 12.6ms | Preprocess: 1.2ms | YOLO(fp16): 26.4ms | DINOv2(fp16): 66.4ms (3 crops) | Total: 109.9ms
2026-07-20 17:30:11.914 [DEBUG] [Frame 0244] Decode(GPU): 11.1ms | Preprocess: 1.2ms | YOLO(fp16): 24.4ms | DINOv2(fp16): 22.9ms (1 crops) | Total: 61.3ms
2026-07-20 17:30:12.001 [DEBUG] [Frame 0245] Decode(GPU): 12.2ms | Preprocess: 1.2ms | YOLO(fp16): 26.1ms | DINOv2(fp16): 44.9ms (2 crops) | Total: 86.2ms
2026-07-20 17:30:12.109 [DEBUG] [Frame 0246] Decode(GPU): 12.1ms | Preprocess: 1.4ms | YOLO(fp16): 24.3ms | DINOv2(fp16): 67.6ms (3 crops) | Total: 108.5ms
2026-07-20 17:30:12.170 [DEBUG] [Frame 0247] Decode(GPU): 10.6ms | Preprocess: 1.3ms | YOLO(fp16): 25.0ms | DINOv2(fp16): 22.9ms (1 crops) | Total: 61.1ms
2026-07-20 17:30:12.255 [DEBUG] [Frame 0248] Decode(GPU): 11.4ms | Preprocess: 1.5ms | YOLO(fp16): 25.0ms | DINOv2(fp16): 45.0ms (2 crops) | Total: 85.1ms
2026-07-20 17:30:12.318 [DEBUG] [Frame 0249] Decode(GPU): 12.2ms | Preprocess: 1.4ms | YOLO(fp16): 24.9ms | DINOv2(fp16): 22.4ms (1 crops) | Total: 62.4ms
2026-07-20 17:30:12.405 [DEBUG] [Frame 0250] Decode(GPU): 12.6ms | Preprocess: 1.2ms | YOLO(fp16): 25.5ms | DINOv2(fp16): 45.8ms (2 crops) | Total: 87.7ms
2026-07-20 17:30:12.515 [DEBUG] [Frame 0251] Decode(GPU): 12.2ms | Preprocess: 1.4ms | YOLO(fp16): 24.4ms | DINOv2(fp16): 68.9ms (3 crops) | Total: 110.0ms
2026-07-20 17:30:12.623 [DEBUG] [Frame 0252] Decode(GPU): 11.2ms | Preprocess: 1.3ms | YOLO(fp16): 24.9ms | DINOv2(fp16): 67.6ms (3 crops) | Total: 108.0ms
2026-07-20 17:30:12.708 [DEBUG] [Frame 0253] Decode(GPU): 10.5ms | Preprocess: 1.5ms | YOLO(fp16): 25.0ms | DINOv2(fp16): 45.9ms (2 crops) | Total: 85.0ms
2026-07-20 17:30:12.771 [DEBUG] [Frame 0254] Decode(GPU): 12.2ms | Preprocess: 1.3ms | YOLO(fp16): 25.1ms | DINOv2(fp16): 22.6ms (1 crops) | Total: 63.1ms
2026-07-20 17:30:12.879 [DEBUG] [Frame 0255] Decode(GPU): 10.3ms | Preprocess: 1.2ms | YOLO(fp16): 26.5ms | DINOv2(fp16): 66.0ms (3 crops) | Total: 107.3ms
2026-07-20 17:30:12.987 [DEBUG] [Frame 0256] Decode(GPU): 10.9ms | Preprocess: 1.3ms | YOLO(fp16): 25.1ms | DINOv2(fp16): 68.4ms (3 crops) | Total: 108.6ms
2026-07-20 17:30:13.049 [DEBUG] [Frame 0257] Decode(GPU): 11.0ms | Preprocess: 1.2ms | YOLO(fp16): 25.5ms | DINOv2(fp16): 22.5ms (1 crops) | Total: 61.6ms
2026-07-20 17:30:13.156 [DEBUG] [Frame 0258] Decode(GPU): 10.4ms | Preprocess: 1.1ms | YOLO(fp16): 25.7ms | DINOv2(fp16): 66.5ms (3 crops) | Total: 107.0ms
2026-07-20 17:30:13.219 [DEBUG] [Frame 0259] Decode(GPU): 12.3ms | Preprocess: 1.4ms | YOLO(fp16): 25.6ms | DINOv2(fp16): 22.6ms (1 crops) | Total: 63.6ms
2026-07-20 17:30:13.281 [DEBUG] [Frame 0260] Decode(GPU): 11.7ms | Preprocess: 1.1ms | YOLO(fp16): 24.6ms | DINOv2(fp16): 22.8ms (1 crops) | Total: 61.9ms
2026-07-20 17:30:13.389 [DEBUG] [Frame 0261] Decode(GPU): 11.0ms | Preprocess: 1.3ms | YOLO(fp16): 25.1ms | DINOv2(fp16): 66.7ms (3 crops) | Total: 107.3ms
2026-07-20 17:30:13.453 [DEBUG] [Frame 0262] Decode(GPU): 12.5ms | Preprocess: 1.2ms | YOLO(fp16): 25.8ms | DINOv2(fp16): 23.0ms (1 crops) | Total: 64.3ms
2026-07-20 17:30:13.515 [DEBUG] [Frame 0263] Decode(GPU): 10.3ms | Preprocess: 1.5ms | YOLO(fp16): 26.7ms | DINOv2(fp16): 22.1ms (1 crops) | Total: 62.1ms
2026-07-20 17:30:13.602 [DEBUG] [Frame 0264] Decode(GPU): 12.0ms | Preprocess: 1.3ms | YOLO(fp16): 26.2ms | DINOv2(fp16): 45.5ms (2 crops) | Total: 87.3ms
2026-07-20 17:30:13.689 [DEBUG] [Frame 0265] Decode(GPU): 12.3ms | Preprocess: 1.4ms | YOLO(fp16): 25.1ms | DINOv2(fp16): 45.4ms (2 crops) | Total: 86.3ms
2026-07-20 17:30:13.800 [DEBUG] [Frame 0266] Decode(GPU): 12.2ms | Preprocess: 1.4ms | YOLO(fp16): 24.8ms | DINOv2(fp16): 68.8ms (3 crops) | Total: 110.8ms
