2026-07-20 18:14:37.817 [INFO] [System] COWdeploy Edge Benchmarking Suite v4.1 (Radxa CM5 / RK3588)
2026-07-20 18:14:37.817 [INFO] [System] Hardware: Radxa CM5 (Rockchip RK3588 - 6 TOPS NPU)
2026-07-20 18:14:37.817 [INFO] [System] OS: Ubuntu 22.04 LTS aarch64 (Radxa OS)
2026-07-20 18:14:37.817 [INFO] [Memory] Total RAM: 8.0 GB | Available: 6.8 GB
2026-07-20 18:14:37.817 [INFO] [Video] Resolution: 1920x1080 | Codec: H264 | Target FPS: 25.0 | Frames: 1800 (72s)
2026-07-20 18:14:37.817 [INFO] [Pipeline] Configuration: 
    - RKNN Toolkit Version: 2.0.0
    - Video Decode: MPP (Media Process Platform)
    - Preprocess: RGA (Raster Graphic Acceleration) Hardware Resizer
    - Detection Backend: rknn_api (NPU INT8) - yolov8n-seg.rknn
    - Feature Extractor Backend: rknn_api (NPU INT8) - dinov2_vits14.rknn
    - Memory Architecture: dma_buf (Zero-Copy between MPP -> RGA -> RKNN)
2026-07-20 18:14:37.817 [INFO] [RKNN] Loading model yolov8n-seg.rknn...
2026-07-20 18:14:37.918 [INFO] [RKNN] Loaded successfully. Input: [1, 640, 640, 3]. Precision: INT8. Target: RK3588 NPU Core 0.
2026-07-20 18:14:37.918 [INFO] [RKNN] Loading model dinov2_vits14.rknn...
2026-07-20 18:14:38.019 [INFO] [RKNN] Loaded successfully. Input: [1, 224, 224, 3]. Precision: INT8. Target: RK3588 NPU Core 1 & 2.
2026-07-20 18:14:38.019 [INFO] [Pipeline] Starting asynchronous RKNN C++ pipeline...
2026-07-20 18:14:38.019 [DEBUG] [Frame 0000] Decode(MPP): 7.9ms | Resize(RGA): 3.3ms | YOLO(RKNN): 17.8ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.1ms
2026-07-20 18:14:38.021 [DEBUG] [Frame 0105] Decode(MPP): 7.5ms | Resize(RGA): 3.2ms | YOLO(RKNN): 17.5ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 20.7ms
2026-07-20 18:14:38.021 [DEBUG] [Frame 0106] Decode(MPP): 7.8ms | Resize(RGA): 2.9ms | YOLO(RKNN): 18.4ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.2ms
2026-07-20 18:14:38.021 [DEBUG] [Frame 0107] Decode(MPP): 8.3ms | Resize(RGA): 3.3ms | YOLO(RKNN): 18.8ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 22.1ms
2026-07-20 18:14:38.021 [DEBUG] [Frame 0108] Decode(MPP): 7.6ms | Resize(RGA): 3.5ms | YOLO(RKNN): 18.6ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 22.1ms
2026-07-20 18:14:38.021 [DEBUG] [Frame 0109] Decode(MPP): 8.0ms | Resize(RGA): 3.1ms | YOLO(RKNN): 18.7ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.8ms
2026-07-20 18:14:38.021 [DEBUG] [Frame 0110] Decode(MPP): 8.0ms | Resize(RGA): 2.8ms | YOLO(RKNN): 18.7ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.5ms
2026-07-20 18:14:38.021 [DEBUG] [Frame 0111] Decode(MPP): 8.0ms | Resize(RGA): 3.1ms | YOLO(RKNN): 18.9ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 22.0ms
2026-07-20 18:14:38.021 [DEBUG] [Frame 0112] Decode(MPP): 8.1ms | Resize(RGA): 3.5ms | YOLO(RKNN): 17.6ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.1ms
2026-07-20 18:14:38.021 [DEBUG] [Frame 0113] Decode(MPP): 7.9ms | Resize(RGA): 3.3ms | YOLO(RKNN): 18.7ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 22.0ms
2026-07-20 18:14:38.021 [DEBUG] [Frame 0114] Decode(MPP): 7.7ms | Resize(RGA): 3.4ms | YOLO(RKNN): 18.5ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 22.0ms
2026-07-20 18:14:38.021 [DEBUG] [Frame 0115] Decode(MPP): 8.1ms | Resize(RGA): 2.9ms | YOLO(RKNN): 18.6ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.6ms
2026-07-20 18:14:38.021 [DEBUG] [Frame 0116] Decode(MPP): 7.9ms | Resize(RGA): 3.0ms | YOLO(RKNN): 18.6ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.7ms
2026-07-20 18:14:38.021 [DEBUG] [Frame 0117] Decode(MPP): 7.9ms | Resize(RGA): 2.7ms | YOLO(RKNN): 17.9ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 20.6ms
2026-07-20 18:14:38.021 [DEBUG] [Frame 0118] Decode(MPP): 7.7ms | Resize(RGA): 3.1ms | YOLO(RKNN): 18.0ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.1ms
2026-07-20 18:14:38.021 [DEBUG] [Frame 0119] Decode(MPP): 7.9ms | Resize(RGA): 3.4ms | YOLO(RKNN): 17.9ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.3ms
2026-07-20 18:14:38.021 [DEBUG] [Frame 0120] Decode(MPP): 7.6ms | Resize(RGA): 3.5ms | YOLO(RKNN): 18.0ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.5ms
2026-07-20 18:14:38.021 [DEBUG] [Frame 0121] Decode(MPP): 7.8ms | Resize(RGA): 2.8ms | YOLO(RKNN): 18.6ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.5ms
2026-07-20 18:14:38.021 [DEBUG] [Frame 0122] Decode(MPP): 7.6ms | Resize(RGA): 3.2ms | YOLO(RKNN): 18.0ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.1ms
2026-07-20 18:14:38.021 [DEBUG] [Frame 0123] Decode(MPP): 8.3ms | Resize(RGA): 3.5ms | YOLO(RKNN): 18.0ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.5ms
2026-07-20 18:14:38.021 [DEBUG] [Frame 0124] Decode(MPP): 7.6ms | Resize(RGA): 2.6ms | YOLO(RKNN): 18.9ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.5ms
2026-07-20 18:14:38.021 [DEBUG] [Frame 0125] Decode(MPP): 8.2ms | Resize(RGA): 2.9ms | YOLO(RKNN): 17.8ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 20.7ms
2026-07-20 18:14:38.021 [DEBUG] [Frame 0126] Decode(MPP): 8.0ms | Resize(RGA): 2.8ms | YOLO(RKNN): 18.6ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.4ms
2026-07-20 18:14:38.021 [DEBUG] [Frame 0127] Decode(MPP): 7.9ms | Resize(RGA): 3.5ms | YOLO(RKNN): 18.2ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.7ms
2026-07-20 18:14:38.021 [DEBUG] [Frame 0128] Decode(MPP): 7.9ms | Resize(RGA): 3.1ms | YOLO(RKNN): 18.4ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.5ms
2026-07-20 18:14:38.021 [DEBUG] [Frame 0129] Decode(MPP): 7.7ms | Resize(RGA): 3.5ms | YOLO(RKNN): 18.2ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.7ms
2026-07-20 18:14:38.021 [DEBUG] [Frame 0130] Decode(MPP): 7.6ms | Resize(RGA): 2.8ms | YOLO(RKNN): 17.5ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 20.3ms
2026-07-20 18:14:38.021 [DEBUG] [Frame 0131] Decode(MPP): 8.2ms | Resize(RGA): 2.5ms | YOLO(RKNN): 18.1ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 20.6ms
2026-07-20 18:14:38.021 [DEBUG] [Frame 0132] Decode(MPP): 8.2ms | Resize(RGA): 3.3ms | YOLO(RKNN): 18.1ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.4ms
2026-07-20 18:14:38.021 [DEBUG] [Frame 0133] Decode(MPP): 7.8ms | Resize(RGA): 3.0ms | YOLO(RKNN): 18.4ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.4ms
2026-07-20 18:14:38.021 [DEBUG] [Frame 0134] Decode(MPP): 8.4ms | Resize(RGA): 3.0ms | YOLO(RKNN): 18.6ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.7ms
2026-07-20 18:14:38.021 [DEBUG] [Frame 0135] Decode(MPP): 7.6ms | Resize(RGA): 3.0ms | YOLO(RKNN): 18.5ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.5ms
2026-07-20 18:14:38.021 [DEBUG] [Frame 0136] Decode(MPP): 7.7ms | Resize(RGA): 3.1ms | YOLO(RKNN): 17.9ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.0ms
2026-07-20 18:14:38.021 [DEBUG] [Frame 0137] Decode(MPP): 7.9ms | Resize(RGA): 2.5ms | YOLO(RKNN): 18.8ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.3ms
2026-07-20 18:14:38.021 [DEBUG] [Frame 0138] Decode(MPP): 8.0ms | Resize(RGA): 3.4ms | YOLO(RKNN): 18.8ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 22.3ms
2026-07-20 18:14:38.021 [DEBUG] [Frame 0139] Decode(MPP): 7.9ms | Resize(RGA): 3.2ms | YOLO(RKNN): 17.7ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 20.9ms
2026-07-20 18:14:38.021 [DEBUG] [Frame 0140] Decode(MPP): 8.1ms | Resize(RGA): 2.8ms | YOLO(RKNN): 17.8ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 20.6ms
2026-07-20 18:14:38.021 [DEBUG] [Frame 0141] Decode(MPP): 7.6ms | Resize(RGA): 2.7ms | YOLO(RKNN): 18.5ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.2ms
2026-07-20 18:14:38.021 [DEBUG] [Frame 0142] Decode(MPP): 7.9ms | Resize(RGA): 2.6ms | YOLO(RKNN): 18.9ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.5ms
2026-07-20 18:14:38.021 [DEBUG] [Frame 0143] Decode(MPP): 8.0ms | Resize(RGA): 3.1ms | YOLO(RKNN): 18.7ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.8ms
2026-07-20 18:14:38.021 [DEBUG] [Frame 0144] Decode(MPP): 7.7ms | Resize(RGA): 2.7ms | YOLO(RKNN): 18.1ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 20.8ms
2026-07-20 18:14:38.021 [DEBUG] [Frame 0145] Decode(MPP): 8.2ms | Resize(RGA): 3.1ms | YOLO(RKNN): 18.9ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 22.0ms
2026-07-20 18:14:38.021 [DEBUG] [Frame 0146] Decode(MPP): 8.2ms | Resize(RGA): 2.7ms | YOLO(RKNN): 18.0ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 20.7ms
2026-07-20 18:14:38.021 [DEBUG] [Frame 0147] Decode(MPP): 8.0ms | Resize(RGA): 3.1ms | YOLO(RKNN): 18.9ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 22.0ms
2026-07-20 18:14:38.021 [DEBUG] [Frame 0148] Decode(MPP): 8.1ms | Resize(RGA): 3.2ms | YOLO(RKNN): 18.1ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.3ms
2026-07-20 18:14:38.021 [DEBUG] [Frame 0149] Decode(MPP): 7.9ms | Resize(RGA): 3.2ms | YOLO(RKNN): 18.0ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.2ms
2026-07-20 18:14:38.021 [DEBUG] [Frame 0150] Decode(MPP): 8.3ms | Resize(RGA): 3.5ms | YOLO(RKNN): 19.0ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 22.5ms
2026-07-20 18:14:38.021 [DEBUG] [Frame 0151] Decode(MPP): 7.9ms | Resize(RGA): 3.2ms | YOLO(RKNN): 17.9ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.1ms
2026-07-20 18:14:38.021 [DEBUG] [Frame 0152] Decode(MPP): 8.3ms | Resize(RGA): 3.1ms | YOLO(RKNN): 18.6ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.7ms
2026-07-20 18:14:38.021 [DEBUG] [Frame 0153] Decode(MPP): 8.3ms | Resize(RGA): 3.4ms | YOLO(RKNN): 17.8ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.2ms
2026-07-20 18:14:38.021 [DEBUG] [Frame 0154] Decode(MPP): 8.2ms | Resize(RGA): 3.2ms | YOLO(RKNN): 18.1ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.3ms
2026-07-20 18:14:38.021 [DEBUG] [Frame 0155] Decode(MPP): 8.4ms | Resize(RGA): 2.5ms | YOLO(RKNN): 18.9ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.5ms
2026-07-20 18:14:38.021 [DEBUG] [Frame 0156] Decode(MPP): 7.9ms | Resize(RGA): 2.7ms | YOLO(RKNN): 18.9ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.5ms
2026-07-20 18:14:38.021 [DEBUG] [Frame 0157] Decode(MPP): 8.4ms | Resize(RGA): 3.1ms | YOLO(RKNN): 17.7ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 20.8ms
2026-07-20 18:14:38.021 [DEBUG] [Frame 0158] Decode(MPP): 7.9ms | Resize(RGA): 3.5ms | YOLO(RKNN): 18.4ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.8ms
2026-07-20 18:14:38.021 [DEBUG] [Frame 0159] Decode(MPP): 8.3ms | Resize(RGA): 2.6ms | YOLO(RKNN): 18.4ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.0ms
2026-07-20 18:14:38.021 [DEBUG] [Frame 0160] Decode(MPP): 7.7ms | Resize(RGA): 2.6ms | YOLO(RKNN): 17.8ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 20.4ms
2026-07-20 18:14:38.021 [DEBUG] [Frame 0161] Decode(MPP): 8.5ms | Resize(RGA): 3.1ms | YOLO(RKNN): 17.7ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 20.8ms
2026-07-20 18:14:38.021 [DEBUG] [Frame 0162] Decode(MPP): 8.2ms | Resize(RGA): 3.2ms | YOLO(RKNN): 17.9ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.0ms
2026-07-20 18:14:38.021 [DEBUG] [Frame 0163] Decode(MPP): 8.1ms | Resize(RGA): 3.1ms | YOLO(RKNN): 18.2ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.3ms
2026-07-20 18:14:38.021 [DEBUG] [Frame 0164] Decode(MPP): 8.1ms | Resize(RGA): 2.9ms | YOLO(RKNN): 18.8ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.7ms
2026-07-20 18:14:38.021 [DEBUG] [Frame 0165] Decode(MPP): 8.4ms | Resize(RGA): 2.8ms | YOLO(RKNN): 17.6ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 20.4ms
2026-07-20 18:14:38.021 [DEBUG] [Frame 0166] Decode(MPP): 7.9ms | Resize(RGA): 2.6ms | YOLO(RKNN): 18.1ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 20.7ms
2026-07-20 18:14:38.021 [DEBUG] [Frame 0167] Decode(MPP): 8.4ms | Resize(RGA): 3.3ms | YOLO(RKNN): 18.1ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.4ms
2026-07-20 18:14:38.021 [DEBUG] [Frame 0168] Decode(MPP): 8.1ms | Resize(RGA): 3.0ms | YOLO(RKNN): 18.4ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.4ms
2026-07-20 18:14:38.021 [DEBUG] [Frame 0169] Decode(MPP): 8.0ms | Resize(RGA): 2.8ms | YOLO(RKNN): 17.9ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 20.6ms
2026-07-20 18:14:38.021 [DEBUG] [Frame 0170] Decode(MPP): 7.8ms | Resize(RGA): 3.4ms | YOLO(RKNN): 17.5ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 20.9ms
2026-07-20 18:14:38.021 [DEBUG] [Frame 0171] Decode(MPP): 7.8ms | Resize(RGA): 3.0ms | YOLO(RKNN): 17.6ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 20.6ms
2026-07-20 18:14:38.021 [DEBUG] [Frame 0172] Decode(MPP): 7.6ms | Resize(RGA): 3.2ms | YOLO(RKNN): 18.7ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.9ms
2026-07-20 18:14:38.021 [DEBUG] [Frame 0173] Decode(MPP): 8.5ms | Resize(RGA): 2.5ms | YOLO(RKNN): 17.9ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 20.5ms
2026-07-20 18:14:38.021 [DEBUG] [Frame 0174] Decode(MPP): 7.8ms | Resize(RGA): 3.3ms | YOLO(RKNN): 18.8ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 22.1ms
2026-07-20 18:14:38.021 [DEBUG] [Frame 0175] Decode(MPP): 7.9ms | Resize(RGA): 2.8ms | YOLO(RKNN): 17.8ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 20.6ms
2026-07-20 18:14:38.021 [DEBUG] [Frame 0176] Decode(MPP): 8.5ms | Resize(RGA): 2.6ms | YOLO(RKNN): 17.6ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 20.1ms
2026-07-20 18:14:38.021 [DEBUG] [Frame 0177] Decode(MPP): 8.4ms | Resize(RGA): 3.3ms | YOLO(RKNN): 18.4ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.6ms
2026-07-20 18:14:38.021 [DEBUG] [Frame 0178] Decode(MPP): 8.5ms | Resize(RGA): 2.6ms | YOLO(RKNN): 18.5ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.1ms
2026-07-20 18:14:38.021 [DEBUG] [Frame 0179] Decode(MPP): 7.6ms | Resize(RGA): 2.9ms | YOLO(RKNN): 18.5ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.4ms
2026-07-20 18:14:38.021 [DEBUG] [Frame 0180] Decode(MPP): 7.9ms | Resize(RGA): 3.4ms | YOLO(RKNN): 17.6ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.0ms
2026-07-20 18:14:38.021 [DEBUG] [Frame 0181] Decode(MPP): 8.3ms | Resize(RGA): 2.5ms | YOLO(RKNN): 18.0ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 20.6ms
2026-07-20 18:14:38.021 [DEBUG] [Frame 0182] Decode(MPP): 7.6ms | Resize(RGA): 3.3ms | YOLO(RKNN): 18.3ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.6ms
2026-07-20 18:14:38.021 [DEBUG] [Frame 0183] Decode(MPP): 7.7ms | Resize(RGA): 2.8ms | YOLO(RKNN): 17.6ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 20.4ms
2026-07-20 18:14:38.021 [DEBUG] [Frame 0184] Decode(MPP): 8.1ms | Resize(RGA): 2.9ms | YOLO(RKNN): 18.6ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.5ms
2026-07-20 18:14:38.021 [DEBUG] [Frame 0185] Decode(MPP): 8.4ms | Resize(RGA): 2.5ms | YOLO(RKNN): 17.9ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 20.4ms
2026-07-20 18:14:38.021 [DEBUG] [Frame 0186] Decode(MPP): 8.3ms | Resize(RGA): 3.2ms | YOLO(RKNN): 17.9ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.1ms
2026-07-20 18:14:38.021 [DEBUG] [Frame 0187] Decode(MPP): 8.4ms | Resize(RGA): 3.4ms | YOLO(RKNN): 18.2ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.6ms
2026-07-20 18:14:38.021 [DEBUG] [Frame 0188] Decode(MPP): 8.3ms | Resize(RGA): 2.5ms | YOLO(RKNN): 17.6ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 20.1ms
2026-07-20 18:14:38.022 [DEBUG] [Frame 0189] Decode(MPP): 7.8ms | Resize(RGA): 2.7ms | YOLO(RKNN): 17.7ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 20.4ms
2026-07-20 18:14:38.022 [DEBUG] [Frame 0190] Decode(MPP): 8.0ms | Resize(RGA): 3.2ms | YOLO(RKNN): 17.9ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.2ms
2026-07-20 18:14:38.022 [DEBUG] [Frame 0191] Decode(MPP): 7.8ms | Resize(RGA): 2.6ms | YOLO(RKNN): 18.0ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 20.6ms
2026-07-20 18:14:38.022 [DEBUG] [Frame 0192] Decode(MPP): 8.5ms | Resize(RGA): 3.0ms | YOLO(RKNN): 18.7ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.6ms
2026-07-20 18:14:38.022 [DEBUG] [Frame 0193] Decode(MPP): 8.0ms | Resize(RGA): 3.1ms | YOLO(RKNN): 17.6ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 20.7ms
2026-07-20 18:14:38.022 [DEBUG] [Frame 0194] Decode(MPP): 7.8ms | Resize(RGA): 2.6ms | YOLO(RKNN): 18.6ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.1ms
2026-07-20 18:14:38.022 [DEBUG] [Frame 0195] Decode(MPP): 7.6ms | Resize(RGA): 3.4ms | YOLO(RKNN): 17.7ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.1ms
2026-07-20 18:14:38.022 [DEBUG] [Frame 0196] Decode(MPP): 7.9ms | Resize(RGA): 2.8ms | YOLO(RKNN): 18.1ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 20.8ms
2026-07-20 18:14:38.022 [DEBUG] [Frame 0197] Decode(MPP): 8.4ms | Resize(RGA): 3.4ms | YOLO(RKNN): 18.8ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 22.2ms
2026-07-20 18:14:38.022 [DEBUG] [Frame 0198] Decode(MPP): 8.2ms | Resize(RGA): 3.0ms | YOLO(RKNN): 18.1ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.1ms
2026-07-20 18:14:38.022 [DEBUG] [Frame 0199] Decode(MPP): 7.6ms | Resize(RGA): 3.2ms | YOLO(RKNN): 18.8ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 22.0ms
2026-07-20 18:14:38.022 [DEBUG] [Frame 0200] Decode(MPP): 8.3ms | Resize(RGA): 3.4ms | YOLO(RKNN): 17.9ms | DINOv2(RKNN): 108.9ms (3 crops) | Total Pipelined Latency: 117.5ms
2026-07-20 18:14:38.022 [DEBUG] [Frame 0201] Decode(MPP): 8.2ms | Resize(RGA): 3.0ms | YOLO(RKNN): 18.1ms | DINOv2(RKNN): 109.4ms (3 crops) | Total Pipelined Latency: 116.4ms
2026-07-20 18:14:38.022 [DEBUG] [Frame 0202] Decode(MPP): 8.2ms | Resize(RGA): 2.7ms | YOLO(RKNN): 18.2ms | DINOv2(RKNN): 70.3ms (2 crops) | Total Pipelined Latency: 76.1ms
2026-07-20 18:14:38.022 [DEBUG] [Frame 0203] Decode(MPP): 7.9ms | Resize(RGA): 3.3ms | YOLO(RKNN): 18.8ms | DINOv2(RKNN): 103.5ms (3 crops) | Total Pipelined Latency: 112.0ms
2026-07-20 18:14:38.022 [DEBUG] [Frame 0204] Decode(MPP): 7.9ms | Resize(RGA): 3.2ms | YOLO(RKNN): 18.2ms | DINOv2(RKNN): 107.0ms (3 crops) | Total Pipelined Latency: 114.0ms
2026-07-20 18:14:38.022 [DEBUG] [Frame 0205] Decode(MPP): 8.3ms | Resize(RGA): 3.2ms | YOLO(RKNN): 18.3ms | DINOv2(RKNN): 105.5ms (3 crops) | Total Pipelined Latency: 112.9ms
2026-07-20 18:14:38.022 [DEBUG] [Frame 0206] Decode(MPP): 8.5ms | Resize(RGA): 3.3ms | YOLO(RKNN): 17.5ms | DINOv2(RKNN): 36.1ms (1 crops) | Total Pipelined Latency: 40.8ms
2026-07-20 18:14:38.022 [DEBUG] [Frame 0207] Decode(MPP): 8.2ms | Resize(RGA): 2.7ms | YOLO(RKNN): 18.8ms | DINOv2(RKNN): 102.8ms (3 crops) | Total Pipelined Latency: 110.0ms
2026-07-20 18:14:38.022 [DEBUG] [Frame 0208] Decode(MPP): 8.2ms | Resize(RGA): 2.9ms | YOLO(RKNN): 17.7ms | DINOv2(RKNN): 109.3ms (3 crops) | Total Pipelined Latency: 116.0ms
2026-07-20 18:14:38.022 [DEBUG] [Frame 0209] Decode(MPP): 7.9ms | Resize(RGA): 3.3ms | YOLO(RKNN): 18.2ms | DINOv2(RKNN): 36.2ms (1 crops) | Total Pipelined Latency: 41.2ms
2026-07-20 18:14:38.022 [DEBUG] [Frame 0210] Decode(MPP): 8.3ms | Resize(RGA): 3.2ms | YOLO(RKNN): 18.7ms | DINOv2(RKNN): 104.4ms (3 crops) | Total Pipelined Latency: 112.2ms
2026-07-20 18:14:38.022 [DEBUG] [Frame 0211] Decode(MPP): 8.5ms | Resize(RGA): 3.3ms | YOLO(RKNN): 18.6ms | DINOv2(RKNN): 35.9ms (1 crops) | Total Pipelined Latency: 40.8ms
2026-07-20 18:14:38.022 [DEBUG] [Frame 0212] Decode(MPP): 8.2ms | Resize(RGA): 3.0ms | YOLO(RKNN): 18.0ms | DINOv2(RKNN): 109.3ms (3 crops) | Total Pipelined Latency: 116.0ms
2026-07-20 18:14:38.022 [DEBUG] [Frame 0213] Decode(MPP): 7.6ms | Resize(RGA): 2.6ms | YOLO(RKNN): 19.0ms | DINOv2(RKNN): 107.5ms (3 crops) | Total Pipelined Latency: 114.8ms
2026-07-20 18:14:38.022 [DEBUG] [Frame 0214] Decode(MPP): 7.9ms | Resize(RGA): 3.2ms | YOLO(RKNN): 18.6ms | DINOv2(RKNN): 35.0ms (1 crops) | Total Pipelined Latency: 39.8ms
2026-07-20 18:14:38.022 [DEBUG] [Frame 0215] Decode(MPP): 8.0ms | Resize(RGA): 3.5ms | YOLO(RKNN): 18.1ms | DINOv2(RKNN): 108.4ms (3 crops) | Total Pipelined Latency: 115.9ms
2026-07-20 18:14:38.022 [DEBUG] [Frame 0216] Decode(MPP): 8.4ms | Resize(RGA): 3.3ms | YOLO(RKNN): 18.2ms | DINOv2(RKNN): 72.6ms (2 crops) | Total Pipelined Latency: 79.4ms
