2026-07-20 18:20:39.003 [INFO] [System] COWdeploy Edge Benchmarking Suite v4.0 (Jetson Orin NX)
2026-07-20 18:20:39.003 [INFO] [System] Hardware: NVIDIA Jetson Orin NX (100 TOPS)
2026-07-20 18:20:39.003 [INFO] [System] OS: Ubuntu 24.04 LTS aarch64 (JetPack 7.2)
2026-07-20 18:20:39.003 [INFO] [Memory] Total RAM: 8.0 GB | Available: 6.1 GB
2026-07-20 18:20:39.003 [INFO] [Video] Resolution: 1920x1080 | Codec: H264 | FPS: 30.0 | Frames: 1800 (60s)
2026-07-20 18:20:39.003 [INFO] [Pipeline] Configuration: 
    - DeepStream Version: 9.1
    - Video Decode: nvv4l2decoder (Hardware NVDEC)
    - Preprocess: nvstreammux + nvvideoconvert (Hardware VIC)
    - Detection Backend: nvinfer (TensorRT INT8) - yolov8n-seg.engine
    - Feature Extractor Backend: nvinfer (TensorRT FP16) - dinov2_vits14.engine
    - Memory Architecture: NVMM (Zero-Copy Unified Memory)
2026-07-20 18:20:39.003 [INFO] [TensorRT] Loading engine yolov8n-seg.engine...
2026-07-20 18:20:39.103 [INFO] [TensorRT] Loaded successfully. Input: [1, 3, 640, 640]. Precision: INT8. DLA: Fallback to GPU (Ampere).
2026-07-20 18:20:39.103 [INFO] [TensorRT] Loading engine dinov2_vits14.engine...
2026-07-20 18:20:39.203 [INFO] [TensorRT] Loaded successfully. Input: [1, 3, 224, 224]. Precision: FP16. DLA: Fallback to GPU (Ampere).
2026-07-20 18:20:39.203 [INFO] [Pipeline] Starting asynchronous DeepStream pipeline...
2026-07-20 18:20:39.203 [DEBUG] [Frame 0000] Decode(NVDEC): 3.9ms | Mux(VIC): 0.8ms | YOLO(TRT): 4.0ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.8ms
2026-07-20 18:20:39.206 [DEBUG] [Frame 0105] Decode(NVDEC): 3.9ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.4ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.8ms
2026-07-20 18:20:39.206 [DEBUG] [Frame 0106] Decode(NVDEC): 3.7ms | Mux(VIC): 0.8ms | YOLO(TRT): 4.0ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.8ms
2026-07-20 18:20:39.206 [DEBUG] [Frame 0107] Decode(NVDEC): 3.8ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.4ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.4ms
2026-07-20 18:20:39.206 [DEBUG] [Frame 0108] Decode(NVDEC): 3.9ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.4ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.8ms
2026-07-20 18:20:39.206 [DEBUG] [Frame 0109] Decode(NVDEC): 4.5ms | Mux(VIC): 0.5ms | YOLO(TRT): 4.0ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.0ms
2026-07-20 18:20:39.206 [DEBUG] [Frame 0110] Decode(NVDEC): 4.2ms | Mux(VIC): 0.6ms | YOLO(TRT): 4.0ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.8ms
2026-07-20 18:20:39.206 [DEBUG] [Frame 0111] Decode(NVDEC): 4.4ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.4ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.1ms
2026-07-20 18:20:39.206 [DEBUG] [Frame 0112] Decode(NVDEC): 4.3ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.7ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.0ms
2026-07-20 18:20:39.206 [DEBUG] [Frame 0113] Decode(NVDEC): 3.5ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.7ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.4ms
2026-07-20 18:20:39.206 [DEBUG] [Frame 0114] Decode(NVDEC): 4.5ms | Mux(VIC): 0.6ms | YOLO(TRT): 3.5ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.1ms
2026-07-20 18:20:39.206 [DEBUG] [Frame 0115] Decode(NVDEC): 3.8ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.8ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.7ms
2026-07-20 18:20:39.206 [DEBUG] [Frame 0116] Decode(NVDEC): 4.0ms | Mux(VIC): 0.8ms | YOLO(TRT): 4.0ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.8ms
2026-07-20 18:20:39.206 [DEBUG] [Frame 0117] Decode(NVDEC): 4.2ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.2ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.9ms
2026-07-20 18:20:39.206 [DEBUG] [Frame 0118] Decode(NVDEC): 3.7ms | Mux(VIC): 0.8ms | YOLO(TRT): 4.0ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.8ms
2026-07-20 18:20:39.206 [DEBUG] [Frame 0119] Decode(NVDEC): 4.0ms | Mux(VIC): 1.0ms | YOLO(TRT): 3.8ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.0ms
2026-07-20 18:20:39.206 [DEBUG] [Frame 0120] Decode(NVDEC): 3.7ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.4ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.5ms
2026-07-20 18:20:39.206 [DEBUG] [Frame 0121] Decode(NVDEC): 4.4ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.2ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.3ms
2026-07-20 18:20:39.206 [DEBUG] [Frame 0122] Decode(NVDEC): 4.5ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.7ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.4ms
2026-07-20 18:20:39.206 [DEBUG] [Frame 0123] Decode(NVDEC): 3.9ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.8ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.8ms
2026-07-20 18:20:39.206 [DEBUG] [Frame 0124] Decode(NVDEC): 3.7ms | Mux(VIC): 1.0ms | YOLO(TRT): 3.6ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.6ms
2026-07-20 18:20:39.206 [DEBUG] [Frame 0125] Decode(NVDEC): 4.5ms | Mux(VIC): 0.6ms | YOLO(TRT): 3.6ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.1ms
2026-07-20 18:20:39.206 [DEBUG] [Frame 0126] Decode(NVDEC): 3.6ms | Mux(VIC): 0.6ms | YOLO(TRT): 3.6ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.2ms
2026-07-20 18:20:39.206 [DEBUG] [Frame 0127] Decode(NVDEC): 4.3ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.7ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.2ms
2026-07-20 18:20:39.206 [DEBUG] [Frame 0128] Decode(NVDEC): 3.6ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.9ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.7ms
2026-07-20 18:20:39.206 [DEBUG] [Frame 0129] Decode(NVDEC): 4.0ms | Mux(VIC): 1.0ms | YOLO(TRT): 3.6ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.0ms
2026-07-20 18:20:39.206 [DEBUG] [Frame 0130] Decode(NVDEC): 4.4ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.2ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.4ms
2026-07-20 18:20:39.206 [DEBUG] [Frame 0131] Decode(NVDEC): 3.8ms | Mux(VIC): 0.9ms | YOLO(TRT): 4.0ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.8ms
2026-07-20 18:20:39.206 [DEBUG] [Frame 0132] Decode(NVDEC): 4.4ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.7ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.1ms
2026-07-20 18:20:39.206 [DEBUG] [Frame 0133] Decode(NVDEC): 3.7ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.7ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.4ms
2026-07-20 18:20:39.206 [DEBUG] [Frame 0134] Decode(NVDEC): 3.6ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.3ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.4ms
2026-07-20 18:20:39.206 [DEBUG] [Frame 0135] Decode(NVDEC): 4.0ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.6ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.9ms
2026-07-20 18:20:39.206 [DEBUG] [Frame 0136] Decode(NVDEC): 4.1ms | Mux(VIC): 0.6ms | YOLO(TRT): 3.5ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.7ms
2026-07-20 18:20:39.206 [DEBUG] [Frame 0137] Decode(NVDEC): 3.7ms | Mux(VIC): 0.7ms | YOLO(TRT): 4.1ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.8ms
2026-07-20 18:20:39.206 [DEBUG] [Frame 0138] Decode(NVDEC): 3.8ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.4ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.6ms
2026-07-20 18:20:39.206 [DEBUG] [Frame 0139] Decode(NVDEC): 4.2ms | Mux(VIC): 0.6ms | YOLO(TRT): 3.9ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.8ms
2026-07-20 18:20:39.206 [DEBUG] [Frame 0140] Decode(NVDEC): 4.3ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.8ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.0ms
2026-07-20 18:20:39.206 [DEBUG] [Frame 0141] Decode(NVDEC): 4.5ms | Mux(VIC): 0.5ms | YOLO(TRT): 3.4ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.0ms
2026-07-20 18:20:39.206 [DEBUG] [Frame 0142] Decode(NVDEC): 4.4ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.7ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.1ms
2026-07-20 18:20:39.206 [DEBUG] [Frame 0143] Decode(NVDEC): 4.5ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.3ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.3ms
2026-07-20 18:20:39.206 [DEBUG] [Frame 0144] Decode(NVDEC): 4.2ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.9ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.1ms
2026-07-20 18:20:39.206 [DEBUG] [Frame 0145] Decode(NVDEC): 4.2ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.4ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.0ms
2026-07-20 18:20:39.206 [DEBUG] [Frame 0146] Decode(NVDEC): 3.9ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.8ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.5ms
2026-07-20 18:20:39.206 [DEBUG] [Frame 0147] Decode(NVDEC): 4.3ms | Mux(VIC): 0.6ms | YOLO(TRT): 3.8ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.0ms
2026-07-20 18:20:39.206 [DEBUG] [Frame 0148] Decode(NVDEC): 4.4ms | Mux(VIC): 0.6ms | YOLO(TRT): 3.9ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.9ms
2026-07-20 18:20:39.206 [DEBUG] [Frame 0149] Decode(NVDEC): 3.7ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.2ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.5ms
2026-07-20 18:20:39.206 [DEBUG] [Frame 0150] Decode(NVDEC): 3.7ms | Mux(VIC): 1.0ms | YOLO(TRT): 3.5ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.7ms
2026-07-20 18:20:39.206 [DEBUG] [Frame 0151] Decode(NVDEC): 4.0ms | Mux(VIC): 0.6ms | YOLO(TRT): 4.0ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.6ms
2026-07-20 18:20:39.206 [DEBUG] [Frame 0152] Decode(NVDEC): 3.5ms | Mux(VIC): 0.7ms | YOLO(TRT): 4.1ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.8ms
2026-07-20 18:20:39.206 [DEBUG] [Frame 0153] Decode(NVDEC): 4.0ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.5ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.8ms
2026-07-20 18:20:39.206 [DEBUG] [Frame 0154] Decode(NVDEC): 4.0ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.2ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.9ms
2026-07-20 18:20:39.206 [DEBUG] [Frame 0155] Decode(NVDEC): 4.0ms | Mux(VIC): 0.8ms | YOLO(TRT): 4.0ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.9ms
2026-07-20 18:20:39.206 [DEBUG] [Frame 0156] Decode(NVDEC): 4.1ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.8ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.9ms
2026-07-20 18:20:39.206 [DEBUG] [Frame 0157] Decode(NVDEC): 4.1ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.3ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.7ms
2026-07-20 18:20:39.206 [DEBUG] [Frame 0158] Decode(NVDEC): 3.7ms | Mux(VIC): 1.0ms | YOLO(TRT): 3.9ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.9ms
2026-07-20 18:20:39.206 [DEBUG] [Frame 0159] Decode(NVDEC): 4.2ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.5ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.0ms
2026-07-20 18:20:39.206 [DEBUG] [Frame 0160] Decode(NVDEC): 3.8ms | Mux(VIC): 0.8ms | YOLO(TRT): 4.0ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.9ms
2026-07-20 18:20:39.206 [DEBUG] [Frame 0161] Decode(NVDEC): 3.5ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.2ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.2ms
2026-07-20 18:20:39.206 [DEBUG] [Frame 0162] Decode(NVDEC): 4.3ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.5ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.1ms
2026-07-20 18:20:39.206 [DEBUG] [Frame 0163] Decode(NVDEC): 3.6ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.9ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.6ms
2026-07-20 18:20:39.206 [DEBUG] [Frame 0164] Decode(NVDEC): 4.3ms | Mux(VIC): 0.8ms | YOLO(TRT): 4.0ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.0ms
2026-07-20 18:20:39.206 [DEBUG] [Frame 0165] Decode(NVDEC): 4.2ms | Mux(VIC): 0.6ms | YOLO(TRT): 3.9ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.8ms
2026-07-20 18:20:39.206 [DEBUG] [Frame 0166] Decode(NVDEC): 3.8ms | Mux(VIC): 0.6ms | YOLO(TRT): 3.4ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.4ms
2026-07-20 18:20:39.206 [DEBUG] [Frame 0167] Decode(NVDEC): 3.5ms | Mux(VIC): 0.6ms | YOLO(TRT): 3.5ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.1ms
2026-07-20 18:20:39.206 [DEBUG] [Frame 0168] Decode(NVDEC): 4.1ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.4ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.9ms
2026-07-20 18:20:39.206 [DEBUG] [Frame 0169] Decode(NVDEC): 4.4ms | Mux(VIC): 0.6ms | YOLO(TRT): 4.0ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.0ms
2026-07-20 18:20:39.207 [DEBUG] [Frame 0170] Decode(NVDEC): 4.3ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.3ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.2ms
2026-07-20 18:20:39.207 [DEBUG] [Frame 0171] Decode(NVDEC): 4.0ms | Mux(VIC): 1.0ms | YOLO(TRT): 3.8ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.0ms
2026-07-20 18:20:39.207 [DEBUG] [Frame 0172] Decode(NVDEC): 3.6ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.5ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.2ms
2026-07-20 18:20:39.207 [DEBUG] [Frame 0173] Decode(NVDEC): 4.2ms | Mux(VIC): 0.9ms | YOLO(TRT): 4.0ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.1ms
2026-07-20 18:20:39.207 [DEBUG] [Frame 0174] Decode(NVDEC): 4.2ms | Mux(VIC): 0.7ms | YOLO(TRT): 4.0ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.9ms
2026-07-20 18:20:39.207 [DEBUG] [Frame 0175] Decode(NVDEC): 4.4ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.3ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.2ms
2026-07-20 18:20:39.207 [DEBUG] [Frame 0176] Decode(NVDEC): 3.9ms | Mux(VIC): 1.0ms | YOLO(TRT): 4.0ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.0ms
2026-07-20 18:20:39.207 [DEBUG] [Frame 0177] Decode(NVDEC): 4.5ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.2ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.3ms
2026-07-20 18:20:39.207 [DEBUG] [Frame 0178] Decode(NVDEC): 3.7ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.7ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.5ms
2026-07-20 18:20:39.207 [DEBUG] [Frame 0179] Decode(NVDEC): 4.1ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.5ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.8ms
2026-07-20 18:20:39.207 [DEBUG] [Frame 0180] Decode(NVDEC): 4.4ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.9ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.2ms
2026-07-20 18:20:39.207 [DEBUG] [Frame 0181] Decode(NVDEC): 4.4ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.7ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.1ms
2026-07-20 18:20:39.207 [DEBUG] [Frame 0182] Decode(NVDEC): 4.1ms | Mux(VIC): 0.6ms | YOLO(TRT): 4.1ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.7ms
2026-07-20 18:20:39.207 [DEBUG] [Frame 0183] Decode(NVDEC): 4.5ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.3ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.2ms
2026-07-20 18:20:39.207 [DEBUG] [Frame 0184] Decode(NVDEC): 4.1ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.6ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.8ms
2026-07-20 18:20:39.207 [DEBUG] [Frame 0185] Decode(NVDEC): 4.4ms | Mux(VIC): 0.6ms | YOLO(TRT): 4.0ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.0ms
2026-07-20 18:20:39.207 [DEBUG] [Frame 0186] Decode(NVDEC): 4.5ms | Mux(VIC): 1.0ms | YOLO(TRT): 3.4ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.4ms
2026-07-20 18:20:39.207 [DEBUG] [Frame 0187] Decode(NVDEC): 4.1ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.5ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.9ms
2026-07-20 18:20:39.207 [DEBUG] [Frame 0188] Decode(NVDEC): 3.6ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.9ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.7ms
2026-07-20 18:20:39.207 [DEBUG] [Frame 0189] Decode(NVDEC): 3.9ms | Mux(VIC): 0.5ms | YOLO(TRT): 4.0ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.5ms
2026-07-20 18:20:39.207 [DEBUG] [Frame 0190] Decode(NVDEC): 3.7ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.6ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.3ms
2026-07-20 18:20:39.207 [DEBUG] [Frame 0191] Decode(NVDEC): 4.4ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.8ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.2ms
2026-07-20 18:20:39.207 [DEBUG] [Frame 0192] Decode(NVDEC): 4.5ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.9ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.4ms
2026-07-20 18:20:39.207 [DEBUG] [Frame 0193] Decode(NVDEC): 4.1ms | Mux(VIC): 1.0ms | YOLO(TRT): 4.1ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.1ms
2026-07-20 18:20:39.207 [DEBUG] [Frame 0194] Decode(NVDEC): 4.0ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.3ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.8ms
2026-07-20 18:20:39.207 [DEBUG] [Frame 0195] Decode(NVDEC): 3.8ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.6ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.7ms
2026-07-20 18:20:39.207 [DEBUG] [Frame 0196] Decode(NVDEC): 4.4ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.3ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.2ms
2026-07-20 18:20:39.207 [DEBUG] [Frame 0197] Decode(NVDEC): 3.9ms | Mux(VIC): 0.7ms | YOLO(TRT): 4.0ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.7ms
2026-07-20 18:20:39.207 [DEBUG] [Frame 0198] Decode(NVDEC): 4.4ms | Mux(VIC): 1.0ms | YOLO(TRT): 3.8ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.3ms
2026-07-20 18:20:39.207 [DEBUG] [Frame 0199] Decode(NVDEC): 3.7ms | Mux(VIC): 0.6ms | YOLO(TRT): 3.9ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.5ms
2026-07-20 18:20:39.207 [DEBUG] [Frame 0200] Decode(NVDEC): 3.5ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.4ms | DINOv2(TRT): 8.3ms (1 crops) | Total Pipelined Latency: 9.8ms
2026-07-20 18:20:39.207 [DEBUG] [Frame 0201] Decode(NVDEC): 4.5ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.5ms | DINOv2(TRT): 15.8ms (2 crops) | Total Pipelined Latency: 18.2ms
2026-07-20 18:20:39.207 [DEBUG] [Frame 0202] Decode(NVDEC): 4.5ms | Mux(VIC): 0.6ms | YOLO(TRT): 3.7ms | DINOv2(TRT): 25.3ms (3 crops) | Total Pipelined Latency: 28.1ms
2026-07-20 18:20:39.207 [DEBUG] [Frame 0203] Decode(NVDEC): 4.0ms | Mux(VIC): 0.8ms | YOLO(TRT): 4.0ms | DINOv2(TRT): 8.3ms (1 crops) | Total Pipelined Latency: 9.9ms
2026-07-20 18:20:39.207 [DEBUG] [Frame 0204] Decode(NVDEC): 4.1ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.4ms | DINOv2(TRT): 24.7ms (3 crops) | Total Pipelined Latency: 27.7ms
2026-07-20 18:20:39.207 [DEBUG] [Frame 0205] Decode(NVDEC): 3.5ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.7ms | DINOv2(TRT): 7.9ms (1 crops) | Total Pipelined Latency: 9.2ms
2026-07-20 18:20:39.207 [DEBUG] [Frame 0206] Decode(NVDEC): 4.5ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.5ms | DINOv2(TRT): 8.0ms (1 crops) | Total Pipelined Latency: 9.7ms
2026-07-20 18:20:39.207 [DEBUG] [Frame 0207] Decode(NVDEC): 4.2ms | Mux(VIC): 0.5ms | YOLO(TRT): 4.1ms | DINOv2(TRT): 8.0ms (1 crops) | Total Pipelined Latency: 9.2ms
2026-07-20 18:20:39.207 [DEBUG] [Frame 0208] Decode(NVDEC): 3.7ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.2ms | DINOv2(TRT): 8.4ms (1 crops) | Total Pipelined Latency: 9.6ms
2026-07-20 18:20:39.207 [DEBUG] [Frame 0209] Decode(NVDEC): 4.4ms | Mux(VIC): 0.9ms | YOLO(TRT): 4.0ms | DINOv2(TRT): 23.9ms (3 crops) | Total Pipelined Latency: 26.8ms
2026-07-20 18:20:39.207 [DEBUG] [Frame 0210] Decode(NVDEC): 4.2ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.6ms | DINOv2(TRT): 16.2ms (2 crops) | Total Pipelined Latency: 18.3ms
2026-07-20 18:20:39.207 [DEBUG] [Frame 0211] Decode(NVDEC): 3.7ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.3ms | DINOv2(TRT): 23.7ms (3 crops) | Total Pipelined Latency: 26.1ms
2026-07-20 18:20:39.207 [DEBUG] [Frame 0212] Decode(NVDEC): 4.2ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.6ms | DINOv2(TRT): 24.6ms (3 crops) | Total Pipelined Latency: 26.9ms
2026-07-20 18:20:39.207 [DEBUG] [Frame 0213] Decode(NVDEC): 4.2ms | Mux(VIC): 0.8ms | YOLO(TRT): 4.1ms | DINOv2(TRT): 8.0ms (1 crops) | Total Pipelined Latency: 9.6ms
2026-07-20 18:20:39.207 [DEBUG] [Frame 0214] Decode(NVDEC): 3.9ms | Mux(VIC): 0.6ms | YOLO(TRT): 3.4ms | DINOv2(TRT): 23.6ms (3 crops) | Total Pipelined Latency: 25.7ms
2026-07-20 18:20:39.207 [DEBUG] [Frame 0215] Decode(NVDEC): 3.9ms | Mux(VIC): 0.7ms | YOLO(TRT): 4.0ms | DINOv2(TRT): 23.6ms (3 crops) | Total Pipelined Latency: 26.8ms
2026-07-20 18:20:39.207 [DEBUG] [Frame 0216] Decode(NVDEC): 3.6ms | Mux(VIC): 1.0ms | YOLO(TRT): 4.1ms | DINOv2(TRT): 8.2ms (1 crops) | Total Pipelined Latency: 9.7ms
